DATE,10M1,10M3,10M5,5M1,5M3,RECESSION_RATE,RECESSION_LABEL,,,,,,,,
1976/9/20,1.75,0.94,0.45,1.3,0.49,1.6889,0,,,,,,,,
1976/9/21,1.82,0.96,0.45,1.37,0.51,1.6889,0,,,,,,,,
1976/9/22,1.79,0.93,0.44,1.35,0.49,1.6889,0,,,,,,,,
1976/9/23,1.78,0.92,0.45,1.33,0.47,1.6889,0,,,,,,,,
1976/9/24,1.72,0.88,0.4,1.32,0.48,1.6889,0,,,,,,,,
1976/9/27,1.74,0.92,0.46,1.28,0.46,1.6889,0,,,,,,,,
1976/9/28,1.75,0.96,0.47,1.28,0.49,1.6889,0,,,,,,,,
1976/9/29,1.72,0.96,0.48,1.24,0.48,1.6889,0,,,,,,,,
1976/9/30,1.77,0.96,0.5,1.27,0.46,1.6889,0,,,,,,,,
1976/10/1,1.77,1.01,0.54,1.23,0.47,2.4093,0,,,,,,,,
1976/10/4,1.78,1.04,0.52,1.26,0.52,2.4093,0,,,,,,,,
1976/10/5,1.74,1.05,0.53,1.21,0.52,2.4093,0,,,,,,,,
1976/10/6,1.77,1.08,0.56,1.21,0.52,2.4093,0,,,,,,,,
1976/10/7,1.83,1.08,0.57,1.26,0.51,2.4093,0,,,,,,,,
1976/10/8,1.91,1.26,0.67,1.24,0.59,2.4093,0,,,,,,,,
1976/10/12,1.89,1.34,0.71,1.18,0.63,2.4093,0,,,,,,,,
1976/10/13,1.9,1.32,0.69,1.21,0.63,2.4093,0,,,,,,,,
1976/10/14,2.02,1.3,0.71,1.31,0.59,2.4093,0,,,,,,,,
1976/10/15,2.02,1.31,0.76,1.26,0.55,2.4093,0,,,,,,,,
1976/10/18,2.02,1.32,0.76,1.26,0.56,2.4093,0,,,,,,,,
1976/10/19,1.95,1.25,0.75,1.2,0.5,2.4093,0,,,,,,,,
1976/10/20,1.98,1.21,0.74,1.24,0.47,2.4093,0,,,,,,,,
1976/10/21,1.95,1.2,0.72,1.23,0.48,2.4093,0,,,,,,,,
1976/10/22,1.98,1.17,0.7,1.28,0.47,2.4093,0,,,,,,,,
1976/10/25,1.99,1.12,0.66,1.33,0.46,2.4093,0,,,,,,,,
1976/10/26,1.97,1.09,0.65,1.32,0.44,2.4093,0,,,,,,,,
1976/10/27,1.99,1.12,0.65,1.34,0.47,2.4093,0,,,,,,,,
1976/10/28,1.91,1.1,0.65,1.26,0.45,2.4093,0,,,,,,,,
1976/10/29,1.92,1.1,0.64,1.28,0.46,2.4093,0,,,,,,,,
1976/11/1,1.92,1.08,0.68,1.24,0.4,2.4093,0,,,,,,,,
1976/11/3,1.94,1.09,0.65,1.29,0.44,2.4093,0,,,,,,,,
1976/11/4,2,1.13,0.66,1.34,0.47,2.4093,0,,,,,,,,
1976/11/5,1.96,1.09,0.66,1.3,0.43,2.4093,0,,,,,,,,
1976/11/8,1.93,1.13,0.64,1.29,0.49,2.4093,0,,,,,,,,
1976/11/9,1.92,1.11,0.64,1.28,0.47,2.4093,0,,,,,,,,
1976/11/10,1.97,1.11,0.67,1.3,0.44,2.4093,0,,,,,,,,
1976/11/12,1.95,1.13,0.7,1.25,0.43,2.4093,0,,,,,,,,
1976/11/15,1.96,1.15,0.71,1.25,0.44,2.4093,0,,,,,,,,
1976/11/16,1.98,1.18,0.73,1.25,0.45,2.4093,0,,,,,,,,
1976/11/17,1.99,1.24,0.76,1.23,0.48,2.4093,0,,,,,,,,
1976/11/18,1.97,1.23,0.74,1.23,0.49,2.4093,0,,,,,,,,
1976/11/19,2.1,1.28,0.8,1.3,0.48,2.4093,0,,,,,,,,
1976/11/22,2.08,1.33,0.87,1.21,0.46,2.4093,0,,,,,,,,
1976/11/23,2.05,1.33,0.88,1.17,0.45,2.4093,0,,,,,,,,
1976/11/24,2.04,1.35,0.91,1.13,0.44,2.4093,0,,,,,,,,
1976/11/26,2.08,1.3,1,1.08,0.3,2.4093,0,,,,,,,,
1976/11/29,2.04,1.3,1,1.04,0.3,2.4093,0,,,,,,,,
1976/11/30,2.06,1.32,0.96,1.1,0.36,2.4093,0,,,,,,,,
1976/12/1,2.04,1.3,0.95,1.09,0.35,2.4093,0,,,,,,,,
1976/12/2,2,1.33,0.92,1.08,0.41,2.4093,0,,,,,,,,
1976/12/3,2.02,1.26,0.83,1.19,0.43,2.4093,0,,,,,,,,
1976/12/6,1.93,1.23,0.82,1.11,0.41,2.4093,0,,,,,,,,
1976/12/7,1.96,1.19,0.79,1.17,0.4,2.4093,0,,,,,,,,
1976/12/8,1.95,1.21,0.78,1.17,0.43,2.4093,0,,,,,,,,
1976/12/9,1.98,1.21,0.78,1.2,0.43,2.4093,0,,,,,,,,
1976/12/10,1.95,1.23,0.8,1.15,0.43,2.4093,0,,,,,,,,
1976/12/13,1.98,1.2,0.74,1.24,0.46,2.4093,0,,,,,,,,
1976/12/14,1.98,1.21,0.76,1.22,0.45,2.4093,0,,,,,,,,
1976/12/15,1.98,1.21,0.74,1.24,0.47,2.4093,0,,,,,,,,
1976/12/16,1.96,1.18,0.74,1.22,0.44,2.4093,0,,,,,,,,
1976/12/17,1.99,1.18,0.77,1.22,0.41,2.4093,0,,,,,,,,
1976/12/20,2.02,1.18,0.76,1.26,0.42,2.4093,0,,,,,,,,
1976/12/21,1.96,1.17,0.71,1.25,0.46,2.4093,0,,,,,,,,
1976/12/22,2,1.17,0.74,1.26,0.43,2.4093,0,,,,,,,,
1976/12/23,1.97,1.18,0.73,1.24,0.45,2.4093,0,,,,,,,,
1976/12/27,1.98,1.16,0.71,1.27,0.45,2.4093,0,,,,,,,,
1976/12/28,1.96,1.14,0.71,1.25,0.43,2.4093,0,,,,,,,,
1976/12/29,1.97,1.1,0.68,1.29,0.42,2.4093,0,,,,,,,,
1976/12/30,1.94,1.1,0.68,1.26,0.42,2.4093,0,,,,,,,,
1976/12/31,1.95,1.11,0.68,1.27,0.43,2.4093,0,,,,,,,,
1977/1/3,1.96,1.11,0.68,1.28,0.43,0.2736,0,,,,,,,,
1977/1/4,1.9,1.12,0.71,1.19,0.41,0.2736,0,,,,,,,,
1977/1/5,1.92,1.09,0.7,1.22,0.39,0.2736,0,,,,,,,,
1977/1/6,1.92,1.05,0.7,1.22,0.35,0.2736,0,,,,,,,,
1977/1/7,1.83,1.08,0.65,1.18,0.43,0.2736,0,,,,,,,,
1977/1/10,1.99,1.06,0.6,1.39,0.46,0.2736,0,,,,,,,,
1977/1/11,2.04,1.03,0.6,1.44,0.43,0.2736,0,,,,,,,,
1977/1/12,2.06,1.08,0.66,1.4,0.42,0.2736,0,,,,,,,,
1977/1/13,2.04,1.07,0.68,1.36,0.39,0.2736,0,,,,,,,,
1977/1/14,1.97,0.98,0.69,1.28,0.29,0.2736,0,,,,,,,,
1977/1/17,1.93,0.99,0.68,1.25,0.31,0.2736,0,,,,,,,,
1977/1/18,1.92,0.96,0.64,1.28,0.32,0.2736,0,,,,,,,,
1977/1/19,1.92,0.96,0.64,1.28,0.32,0.2736,0,,,,,,,,
1977/1/20,1.9,0.95,0.62,1.28,0.33,0.2736,0,,,,,,,,
1977/1/21,1.89,0.92,0.6,1.29,0.32,0.2736,0,,,,,,,,
1977/1/24,1.87,0.9,0.57,1.3,0.33,0.2736,0,,,,,,,,
1977/1/25,1.88,0.92,0.58,1.3,0.34,0.2736,0,,,,,,,,
1977/1/26,1.88,0.93,0.57,1.31,0.36,0.2736,0,,,,,,,,
1977/1/27,1.86,0.83,0.55,1.31,0.28,0.2736,0,,,,,,,,
1977/1/28,1.85,0.86,0.54,1.31,0.32,0.2736,0,,,,,,,,
1977/1/31,1.84,0.9,0.57,1.27,0.33,0.2736,0,,,,,,,,
1977/2/1,1.86,0.81,0.5,1.36,0.31,0.2736,0,,,,,,,,
1977/2/2,1.81,0.81,0.45,1.36,0.36,0.2736,0,,,,,,,,
1977/2/3,1.81,0.88,0.53,1.28,0.35,0.2736,0,,,,,,,,
1977/2/4,1.84,0.92,0.58,1.26,0.34,0.2736,0,,,,,,,,
1977/2/7,1.93,0.98,0.59,1.34,0.39,0.2736,0,,,,,,,,
1977/2/8,1.93,0.93,0.59,1.34,0.34,0.2736,0,,,,,,,,
1977/2/9,1.95,0.95,0.61,1.34,0.34,0.2736,0,,,,,,,,
1977/2/10,1.93,0.93,0.58,1.35,0.35,0.2736,0,,,,,,,,
1977/2/11,2,1,0.6,1.4,0.4,0.2736,0,,,,,,,,
1977/2/14,2.02,1,0.62,1.4,0.38,0.2736,0,,,,,,,,
1977/2/15,1.97,1.01,0.64,1.33,0.37,0.2736,0,,,,,,,,
1977/2/16,1.94,1.02,0.64,1.3,0.38,0.2736,0,,,,,,,,
1977/2/17,1.93,0.97,0.59,1.34,0.38,0.2736,0,,,,,,,,
1977/2/18,2.03,1.01,0.59,1.44,0.42,0.2736,0,,,,,,,,
1977/2/22,1.96,0.99,0.58,1.38,0.41,0.2736,0,,,,,,,,
1977/2/23,1.98,0.97,0.53,1.45,0.44,0.2736,0,,,,,,,,
1977/2/24,1.88,0.93,0.48,1.4,0.45,0.2736,0,,,,,,,,
1977/2/25,1.89,0.94,0.49,1.4,0.45,0.2736,0,,,,,,,,
1977/2/28,1.89,0.95,0.47,1.42,0.48,0.2736,0,,,,,,,,
1977/3/1,1.87,0.95,0.5,1.37,0.45,0.2736,0,,,,,,,,
1977/3/2,1.91,0.98,0.52,1.39,0.46,0.2736,0,,,,,,,,
1977/3/3,1.9,1,0.53,1.37,0.47,0.2736,0,,,,,,,,
1977/3/4,1.96,0.98,0.5,1.46,0.48,0.2736,0,,,,,,,,
1977/3/7,1.96,0.99,0.51,1.45,0.48,0.2736,0,,,,,,,,
1977/3/8,1.98,0.98,0.53,1.45,0.45,0.2736,0,,,,,,,,
1977/3/9,1.97,0.97,0.53,1.44,0.44,0.2736,0,,,,,,,,
1977/3/10,1.95,1,0.54,1.41,0.46,0.2736,0,,,,,,,,
1977/3/11,1.99,1,0.54,1.45,0.46,0.2736,0,,,,,,,,
1977/3/14,2.01,1.01,0.56,1.45,0.45,0.2736,0,,,,,,,,
1977/3/15,1.97,0.98,0.57,1.4,0.41,0.2736,0,,,,,,,,
1977/3/16,1.95,0.97,0.54,1.41,0.43,0.2736,0,,,,,,,,
1977/3/17,1.92,0.97,0.53,1.39,0.44,0.2736,0,,,,,,,,
1977/3/18,1.94,1,0.54,1.4,0.46,0.2736,0,,,,,,,,
1977/3/21,1.95,1.02,0.55,1.4,0.47,0.2736,0,,,,,,,,
1977/3/22,1.96,1.01,0.56,1.4,0.45,0.2736,0,,,,,,,,
1977/3/23,1.98,1.01,0.56,1.42,0.45,0.2736,0,,,,,,,,
1977/3/24,1.96,1,0.56,1.4,0.44,0.2736,0,,,,,,,,
1977/3/25,1.95,0.98,0.54,1.41,0.44,0.2736,0,,,,,,,,
1977/3/28,1.99,0.97,0.51,1.48,0.46,0.2736,0,,,,,,,,
1977/3/29,1.99,1.01,0.54,1.45,0.47,0.2736,0,,,,,,,,
1977/3/30,1.99,1.01,0.49,1.5,0.52,0.2736,0,,,,,,,,
1977/3/31,2.02,1,0.48,1.54,0.52,0.2736,0,,,,,,,,
1977/4/1,2.01,1.01,0.51,1.5,0.5,0.3853,0,,,,,,,,
1977/4/4,2.01,0.99,0.5,1.51,0.49,0.3853,0,,,,,,,,
1977/4/5,2.04,1.01,0.52,1.52,0.49,0.3853,0,,,,,,,,
1977/4/6,2.03,1.02,0.51,1.52,0.51,0.3853,0,,,,,,,,
1977/4/7,2.02,1,0.5,1.52,0.5,0.3853,0,,,,,,,,
1977/4/11,2.03,1.04,0.55,1.48,0.49,0.3853,0,,,,,,,,
1977/4/12,1.93,1.06,0.56,1.37,0.5,0.3853,0,,,,,,,,
1977/4/13,1.96,1.04,0.55,1.41,0.49,0.3853,0,,,,,,,,
1977/4/14,1.89,1.19,0.66,1.23,0.53,0.3853,0,,,,,,,,
1977/4/15,1.87,1.18,0.65,1.22,0.53,0.3853,0,,,,,,,,
1977/4/18,1.91,1.17,0.64,1.27,0.53,0.3853,0,,,,,,,,
1977/4/19,1.88,1.11,0.64,1.24,0.47,0.3853,0,,,,,,,,
1977/4/20,1.89,1.06,0.61,1.28,0.45,0.3853,0,,,,,,,,
1977/4/21,1.91,1.07,0.61,1.3,0.46,0.3853,0,,,,,,,,
1977/4/22,1.9,1.01,0.56,1.34,0.45,0.3853,0,,,,,,,,
1977/4/25,1.85,0.99,0.58,1.27,0.41,0.3853,0,,,,,,,,
1977/4/26,1.88,1.15,0.62,1.26,0.53,0.3853,0,,,,,,,,
1977/4/27,1.87,1.03,0.63,1.24,0.4,0.3853,0,,,,,,,,
1977/4/28,1.86,1.04,0.62,1.24,0.42,0.3853,0,,,,,,,,
1977/4/29,1.85,0.99,0.55,1.3,0.44,0.3853,0,,,,,,,,
1977/5/2,1.75,0.97,0.51,1.24,0.46,0.3853,0,,,,,,,,
1977/5/3,1.81,0.96,0.54,1.27,0.42,0.3853,0,,,,,,,,
1977/5/4,1.85,1,0.56,1.29,0.44,0.3853,0,,,,,,,,
1977/5/5,1.82,0.97,0.53,1.29,0.44,0.3853,0,,,,,,,,
1977/5/6,1.73,0.94,0.5,1.23,0.44,0.3853,0,,,,,,,,
1977/5/9,1.7,0.95,0.53,1.17,0.42,0.3853,0,,,,,,,,
1977/5/10,1.67,0.94,0.53,1.14,0.41,0.3853,0,,,,,,,,
1977/5/11,1.6,0.89,0.49,1.11,0.4,0.3853,0,,,,,,,,
1977/5/12,1.62,0.9,0.52,1.1,0.38,0.3853,0,,,,,,,,
1977/5/13,1.6,0.94,0.54,1.06,0.4,0.3853,0,,,,,,,,
1977/5/16,1.58,0.94,0.54,1.04,0.4,0.3853,0,,,,,,,,
1977/5/17,1.55,0.94,0.54,1.01,0.4,0.3853,0,,,,,,,,
1977/5/18,1.53,0.91,0.54,0.99,0.37,0.3853,0,,,,,,,,
1977/5/19,1.52,0.87,0.49,1.03,0.38,0.3853,0,,,,,,,,
1977/5/20,1.49,0.81,0.48,1.01,0.33,0.3853,0,,,,,,,,
1977/5/23,1.49,0.8,0.47,1.02,0.33,0.3853,0,,,,,,,,
1977/5/24,1.49,0.84,0.48,1.01,0.36,0.3853,0,,,,,,,,
1977/5/25,1.51,0.86,0.51,1,0.35,0.3853,0,,,,,,,,
1977/5/26,1.5,0.88,0.56,0.94,0.32,0.3853,0,,,,,,,,
1977/5/27,1.54,0.9,0.5,1.04,0.4,0.3853,0,,,,,,,,
1977/5/31,1.52,0.89,0.51,1.01,0.38,0.3853,0,,,,,,,,
1977/6/1,1.53,0.9,0.51,1.02,0.39,0.3853,0,,,,,,,,
1977/6/2,1.53,0.89,0.52,1.01,0.37,0.3853,0,,,,,,,,
1977/6/3,1.51,0.88,0.5,1.01,0.38,0.3853,0,,,,,,,,
1977/6/6,1.53,0.89,0.5,1.03,0.39,0.3853,0,,,,,,,,
1977/6/7,1.52,0.9,0.51,1.01,0.39,0.3853,0,,,,,,,,
1977/6/8,1.53,0.91,0.52,1.01,0.39,0.3853,0,,,,,,,,
1977/6/9,1.51,0.86,0.5,1.01,0.36,0.3853,0,,,,,,,,
1977/6/10,1.48,0.88,0.52,0.96,0.36,0.3853,0,,,,,,,,
1977/6/13,1.46,0.87,0.53,0.93,0.34,0.3853,0,,,,,,,,
1977/6/14,1.45,0.92,0.54,0.91,0.38,0.3853,0,,,,,,,,
1977/6/15,1.41,0.87,0.5,0.91,0.37,0.3853,0,,,,,,,,
1977/6/16,1.42,0.88,0.5,0.92,0.38,0.3853,0,,,,,,,,
1977/6/17,1.44,0.9,0.52,0.92,0.38,0.3853,0,,,,,,,,
1977/6/20,1.49,0.91,0.53,0.96,0.38,0.3853,0,,,,,,,,
1977/6/21,1.45,0.91,0.52,0.93,0.39,0.3853,0,,,,,,,,
1977/6/22,1.43,0.91,0.55,0.88,0.36,0.3853,0,,,,,,,,
1977/6/23,1.42,0.9,0.54,0.88,0.36,0.3853,0,,,,,,,,
1977/6/24,1.5,0.86,0.52,0.98,0.34,0.3853,0,,,,,,,,
1977/6/27,1.48,0.9,0.55,0.93,0.35,0.3853,0,,,,,,,,
1977/6/28,1.46,0.86,0.52,0.94,0.34,0.3853,0,,,,,,,,
1977/6/29,1.47,0.89,0.51,0.96,0.38,0.3853,0,,,,,,,,
1977/6/30,1.48,0.87,0.5,0.98,0.37,0.3853,0,,,,,,,,
1977/7/1,1.62,0.99,0.63,0.99,0.36,0.6147,0,,,,,,,,
1977/7/5,1.57,0.98,0.6,0.97,0.38,0.6147,0,,,,,,,,
1977/7/6,1.57,0.98,0.59,0.98,0.39,0.6147,0,,,,,,,,
1977/7/7,1.47,0.9,0.51,0.96,0.39,0.6147,0,,,,,,,,
1977/7/8,1.48,0.86,0.49,0.99,0.37,0.6147,0,,,,,,,,
1977/7/11,1.48,0.85,0.5,0.98,0.35,0.6147,0,,,,,,,,
1977/7/12,1.46,0.86,0.51,0.95,0.35,0.6147,0,,,,,,,,
1977/7/13,1.41,0.86,0.53,0.88,0.33,0.6147,0,,,,,,,,
1977/7/15,1.39,0.79,0.49,0.9,0.3,0.6147,0,,,,,,,,
1977/7/18,1.35,0.81,0.5,0.85,0.31,0.6147,0,,,,,,,,
1977/7/19,1.38,0.79,0.5,0.88,0.29,0.6147,0,,,,,,,,
1977/7/20,1.32,0.77,0.47,0.85,0.3,0.6147,0,,,,,,,,
1977/7/21,1.29,0.75,0.43,0.86,0.32,0.6147,0,,,,,,,,
1977/7/22,1.31,0.75,0.43,0.88,0.32,0.6147,0,,,,,,,,
1977/7/25,1.3,0.74,0.42,0.88,0.32,0.6147,0,,,,,,,,
1977/7/26,1.32,0.76,0.42,0.9,0.34,0.6147,0,,,,,,,,
1977/7/27,1.32,0.76,0.42,0.9,0.34,0.6147,0,,,,,,,,
1977/7/28,1.23,0.72,0.4,0.83,0.32,0.6147,0,,,,,,,,
1977/7/29,1.2,0.71,0.39,0.81,0.32,0.6147,0,,,,,,,,
1977/8/1,1.24,0.72,0.41,0.83,0.31,0.6147,0,,,,,,,,
1977/8/2,1.16,0.69,0.39,0.77,0.3,0.6147,0,,,,,,,,
1977/8/3,1.18,0.68,0.4,0.78,0.28,0.6147,0,,,,,,,,
1977/8/4,1.19,0.67,0.38,0.81,0.29,0.6147,0,,,,,,,,
1977/8/5,1.16,0.68,0.4,0.76,0.28,0.6147,0,,,,,,,,
1977/8/8,1.18,0.68,0.4,0.78,0.28,0.6147,0,,,,,,,,
1977/8/9,1.14,0.66,0.39,0.75,0.27,0.6147,0,,,,,,,,
1977/8/10,1.13,0.67,0.39,0.74,0.28,0.6147,0,,,,,,,,
1977/8/11,1.09,0.61,0.39,0.7,0.22,0.6147,0,,,,,,,,
1977/8/12,1.02,0.61,0.38,0.64,0.23,0.6147,0,,,,,,,,
1977/8/15,1,0.6,0.37,0.63,0.23,0.6147,0,,,,,,,,
1977/8/16,0.96,0.59,0.36,0.6,0.23,0.6147,0,,,,,,,,
1977/8/17,0.96,0.58,0.36,0.6,0.22,0.6147,0,,,,,,,,
1977/8/18,0.95,0.59,0.36,0.59,0.23,0.6147,0,,,,,,,,
1977/8/19,0.93,0.6,0.36,0.57,0.24,0.6147,0,,,,,,,,
1977/8/22,0.93,0.6,0.34,0.59,0.26,0.6147,0,,,,,,,,
1977/8/23,0.93,0.57,0.34,0.59,0.23,0.6147,0,,,,,,,,
1977/8/24,0.93,0.56,0.34,0.59,0.22,0.6147,0,,,,,,,,
1977/8/25,0.92,0.54,0.34,0.58,0.2,0.6147,0,,,,,,,,
1977/8/26,0.89,0.53,0.34,0.55,0.19,0.6147,0,,,,,,,,
1977/8/29,0.9,0.53,0.35,0.55,0.18,0.6147,0,,,,,,,,
1977/8/30,0.91,0.53,0.34,0.57,0.19,0.6147,0,,,,,,,,
1977/8/31,0.92,0.55,0.34,0.58,0.21,0.6147,0,,,,,,,,
1977/9/1,0.94,0.56,0.33,0.61,0.23,0.6147,0,,,,,,,,
1977/9/2,0.92,0.55,0.31,0.61,0.24,0.6147,0,,,,,,,,
1977/9/6,0.91,0.56,0.34,0.57,0.22,0.6147,0,,,,,,,,
1977/9/7,0.91,0.56,0.31,0.6,0.25,0.6147,0,,,,,,,,
1977/9/8,0.91,0.56,0.32,0.59,0.24,0.6147,0,,,,,,,,
1977/9/9,0.77,0.48,0.27,0.5,0.21,0.6147,0,,,,,,,,
1977/9/12,0.76,0.5,0.28,0.48,0.22,0.6147,0,,,,,,,,
1977/9/13,0.77,0.53,0.31,0.46,0.22,0.6147,0,,,,,,,,
1977/9/14,0.77,0.51,0.29,0.48,0.22,0.6147,0,,,,,,,,
1977/9/15,0.78,0.51,0.29,0.49,0.22,0.6147,0,,,,,,,,
1977/9/16,0.83,0.51,0.3,0.53,0.21,0.6147,0,,,,,,,,
1977/9/19,0.86,0.52,0.3,0.56,0.22,0.6147,0,,,,,,,,
1977/9/20,0.85,0.54,0.32,0.53,0.22,0.6147,0,,,,,,,,
1977/9/21,0.84,0.52,0.31,0.53,0.21,0.6147,0,,,,,,,,
1977/9/22,0.76,0.47,0.31,0.45,0.16,0.6147,0,,,,,,,,
1977/9/23,0.77,0.45,0.3,0.47,0.15,0.6147,0,,,,,,,,
1977/9/26,0.74,0.44,0.28,0.46,0.16,0.6147,0,,,,,,,,
1977/9/27,0.78,0.46,0.31,0.47,0.15,0.6147,0,,,,,,,,
1977/9/28,0.76,0.45,0.3,0.46,0.15,0.6147,0,,,,,,,,
1977/9/29,0.78,0.45,0.29,0.49,0.16,0.6147,0,,,,,,,,
1977/9/30,0.75,0.47,0.3,0.45,0.17,0.6147,0,,,,,,,,
1977/10/3,0.69,0.47,0.28,0.41,0.19,7.3542,0,,,,,,,,
1977/10/4,0.67,0.45,0.25,0.42,0.2,7.3542,0,,,,,,,,
1977/10/5,0.63,0.44,0.24,0.39,0.2,7.3542,0,,,,,,,,
1977/10/6,0.61,0.46,0.21,0.4,0.25,7.3542,0,,,,,,,,
1977/10/7,0.6,0.45,0.23,0.37,0.22,7.3542,0,,,,,,,,
1977/10/11,0.57,0.43,0.24,0.33,0.19,7.3542,0,,,,,,,,
1977/10/12,0.46,0.36,0.2,0.26,0.16,7.3542,0,,,,,,,,
1977/10/13,0.45,0.32,0.2,0.25,0.12,7.3542,0,,,,,,,,
1977/10/14,0.49,0.32,0.23,0.26,0.09,7.3542,0,,,,,,,,
1977/10/17,0.46,0.29,0.22,0.24,0.07,7.3542,0,,,,,,,,
1977/10/18,0.45,0.27,0.19,0.26,0.08,7.3542,0,,,,,,,,
1977/10/19,0.47,0.26,0.19,0.28,0.07,7.3542,0,,,,,,,,
1977/10/20,0.51,0.26,0.18,0.33,0.08,7.3542,0,,,,,,,,
1977/10/21,0.51,0.24,0.16,0.35,0.08,7.3542,0,,,,,,,,
1977/10/24,0.56,0.27,0.17,0.39,0.1,7.3542,0,,,,,,,,
1977/10/25,0.6,0.27,0.17,0.43,0.1,7.3542,0,,,,,,,,
1977/10/26,0.61,0.27,0.17,0.44,0.1,7.3542,0,,,,,,,,
1977/10/27,0.62,0.3,0.18,0.44,0.12,7.3542,0,,,,,,,,
1977/10/28,0.64,0.32,0.18,0.46,0.14,7.3542,0,,,,,,,,
1977/10/31,0.57,0.28,0.18,0.39,0.1,7.3542,0,,,,,,,,
1977/11/1,0.58,0.3,0.16,0.42,0.14,7.3542,0,,,,,,,,
1977/11/2,0.63,0.36,0.22,0.41,0.14,7.3542,0,,,,,,,,
1977/11/3,0.63,0.37,0.23,0.4,0.14,7.3542,0,,,,,,,,
1977/11/4,0.6,0.36,0.22,0.38,0.14,7.3542,0,,,,,,,,
1977/11/7,0.6,0.37,0.22,0.38,0.15,7.3542,0,,,,,,,,
1977/11/9,0.62,0.35,0.25,0.37,0.1,7.3542,0,,,,,,,,
1977/11/10,0.62,0.36,0.25,0.37,0.11,7.3542,0,,,,,,,,
1977/11/14,0.64,0.38,0.32,0.32,0.06,7.3542,0,,,,,,,,
1977/11/15,0.62,0.38,0.3,0.32,0.08,7.3542,0,,,,,,,,
1977/11/16,0.63,0.37,0.27,0.36,0.1,7.3542,0,,,,,,,,
1977/11/17,0.63,0.38,0.26,0.37,0.12,7.3542,0,,,,,,,,
1977/11/18,0.65,0.38,0.26,0.39,0.12,7.3542,0,,,,,,,,
1977/11/21,0.64,0.38,0.26,0.38,0.12,7.3542,0,,,,,,,,
1977/11/22,0.62,0.34,0.24,0.38,0.1,7.3542,0,,,,,,,,
1977/11/23,0.62,0.34,0.22,0.4,0.12,7.3542,0,,,,,,,,
1977/11/25,0.62,0.34,0.21,0.41,0.13,7.3542,0,,,,,,,,
1977/11/28,0.62,0.33,0.22,0.4,0.11,7.3542,0,,,,,,,,
1977/11/29,0.63,0.34,0.23,0.4,0.11,7.3542,0,,,,,,,,
1977/11/30,0.63,0.33,0.19,0.44,0.14,7.3542,0,,,,,,,,
1977/12/1,0.66,0.34,0.2,0.46,0.14,7.3542,0,,,,,,,,
1977/12/2,0.69,0.34,0.19,0.5,0.15,7.3542,0,,,,,,,,
1977/12/5,0.7,0.35,0.2,0.5,0.15,7.3542,0,,,,,,,,
1977/12/6,0.7,0.36,0.19,0.51,0.17,7.3542,0,,,,,,,,
1977/12/7,0.66,0.34,0.18,0.48,0.16,7.3542,0,,,,,,,,
1977/12/8,0.68,0.37,0.18,0.5,0.19,7.3542,0,,,,,,,,
1977/12/9,0.68,0.36,0.18,0.5,0.18,7.3542,0,,,,,,,,
1977/12/12,0.68,0.36,0.18,0.5,0.18,7.3542,0,,,,,,,,
1977/12/13,0.71,0.37,0.19,0.52,0.18,7.3542,0,,,,,,,,
1977/12/14,0.73,0.38,0.2,0.53,0.18,7.3542,0,,,,,,,,
1977/12/15,0.74,0.4,0.21,0.53,0.19,7.3542,0,,,,,,,,
1977/12/16,0.74,0.41,0.23,0.51,0.18,7.3542,0,,,,,,,,
1977/12/19,0.77,0.42,0.21,0.56,0.21,7.3542,0,,,,,,,,
1977/12/20,0.8,0.45,0.24,0.56,0.21,7.3542,0,,,,,,,,
1977/12/21,0.76,0.42,0.24,0.52,0.18,7.3542,0,,,,,,,,
1977/12/22,0.73,0.37,0.23,0.5,0.14,7.3542,0,,,,,,,,
1977/12/23,0.74,0.36,0.2,0.54,0.16,7.3542,0,,,,,,,,
1977/12/27,0.76,0.37,0.2,0.56,0.17,7.3542,0,,,,,,,,
1977/12/28,0.75,0.38,0.21,0.54,0.17,7.3542,0,,,,,,,,
1977/12/29,0.8,0.42,0.24,0.56,0.18,7.3542,0,,,,,,,,
1977/12/30,0.8,0.42,0.24,0.56,0.18,7.3542,0,,,,,,,,
1978/1/3,0.83,0.44,0.25,0.58,0.19,11.9245,0,,,,,,,,
1978/1/4,0.82,0.44,0.24,0.58,0.2,11.9245,0,,,,,,,,
1978/1/5,0.79,0.44,0.25,0.54,0.19,11.9245,0,,,,,,,,
1978/1/6,0.78,0.43,0.25,0.53,0.18,11.9245,0,,,,,,,,
1978/1/9,0.59,0.28,0.15,0.44,0.13,11.9245,0,,,,,,,,
1978/1/10,0.6,0.3,0.17,0.43,0.13,11.9245,0,,,,,,,,
1978/1/11,0.53,0.31,0.16,0.37,0.15,11.9245,0,,,,,,,,
1978/1/12,0.59,0.3,0.15,0.44,0.15,11.9245,0,,,,,,,,
1978/1/13,0.6,0.3,0.16,0.44,0.14,11.9245,0,,,,,,,,
1978/1/16,0.62,0.32,0.16,0.46,0.16,11.9245,0,,,,,,,,
1978/1/17,0.64,0.33,0.17,0.47,0.16,11.9245,0,,,,,,,,
1978/1/18,0.63,0.32,0.17,0.46,0.15,11.9245,0,,,,,,,,
1978/1/19,0.65,0.3,0.16,0.49,0.14,11.9245,0,,,,,,,,
