DATE,10M1,10M3,10M5,5M1,5M3,RECESSION_RATE,RECESSION_LABEL,,,,,,,,
1995/6/12,0.54,0.33,0.21,0.33,0.12,9.7503,0,,,,,,,,
1995/6/13,0.57,0.41,0.26,0.31,0.15,9.7503,0,,,,,,,,
1995/6/14,0.55,0.41,0.27,0.28,0.14,9.7503,0,,,,,,,,
1995/6/15,0.53,0.37,0.25,0.28,0.12,9.7503,0,,,,,,,,
1995/6/16,0.55,0.38,0.25,0.3,0.13,9.7503,0,,,,,,,,
1995/6/19,0.54,0.39,0.26,0.28,0.13,9.7503,0,,,,,,,,
1995/6/20,0.52,0.36,0.24,0.28,0.12,9.7503,0,,,,,,,,
1995/6/21,0.51,0.37,0.24,0.27,0.13,9.7503,0,,,,,,,,
1995/6/22,0.51,0.37,0.24,0.27,0.13,9.7503,0,,,,,,,,
1995/6/23,0.5,0.37,0.23,0.27,0.14,9.7503,0,,,,,,,,
1995/6/26,0.51,0.35,0.21,0.3,0.14,9.7503,0,,,,,,,,
1995/6/27,0.51,0.35,0.21,0.3,0.14,9.7503,0,,,,,,,,
1995/6/28,0.52,0.34,0.22,0.3,0.12,9.7503,0,,,,,,,,
1995/6/29,0.52,0.33,0.21,0.31,0.12,9.7503,0,,,,,,,,
1995/6/30,0.56,0.33,0.23,0.33,0.1,9.7503,0,,,,,,,,
1995/7/3,0.58,0.34,0.24,0.34,0.1,32.8022,0,,,,,,,,
1995/7/5,0.57,0.35,0.24,0.33,0.11,32.8022,0,,,,,,,,
1995/7/6,0.62,0.41,0.3,0.32,0.11,32.8022,0,,,,,,,,
1995/7/7,0.62,0.43,0.3,0.32,0.13,32.8022,0,,,,,,,,
1995/7/10,0.61,0.41,0.3,0.31,0.11,32.8022,0,,,,,,,,
1995/7/11,0.62,0.4,0.29,0.33,0.11,32.8022,0,,,,,,,,
1995/7/12,0.66,0.4,0.3,0.36,0.1,32.8022,0,,,,,,,,
1995/7/13,0.63,0.39,0.29,0.34,0.1,32.8022,0,,,,,,,,
1995/7/14,0.62,0.37,0.26,0.36,0.11,32.8022,0,,,,,,,,
1995/7/17,0.67,0.36,0.25,0.42,0.11,32.8022,0,,,,,,,,
1995/7/18,0.68,0.37,0.24,0.44,0.13,32.8022,0,,,,,,,,
1995/7/19,0.83,0.44,0.28,0.55,0.16,32.8022,0,,,,,,,,
1995/7/20,0.72,0.41,0.28,0.44,0.13,32.8022,0,,,,,,,,
1995/7/21,0.78,0.42,0.27,0.51,0.15,32.8022,0,,,,,,,,
1995/7/24,0.71,0.38,0.26,0.45,0.12,32.8022,0,,,,,,,,
1995/7/25,0.68,0.36,0.24,0.44,0.12,32.8022,0,,,,,,,,
1995/7/26,0.73,0.38,0.24,0.49,0.14,32.8022,0,,,,,,,,
1995/7/27,0.77,0.4,0.25,0.52,0.15,32.8022,0,,,,,,,,
1995/7/28,0.8,0.4,0.27,0.53,0.13,32.8022,0,,,,,,,,
1995/7/31,0.78,0.43,0.29,0.49,0.14,32.8022,0,,,,,,,,
1995/8/1,0.79,0.42,0.28,0.51,0.14,32.8022,0,,,,,,,,
1995/8/2,0.78,0.41,0.29,0.49,0.12,32.8022,0,,,,,,,,
1995/8/3,0.83,0.44,0.29,0.54,0.15,32.8022,0,,,,,,,,
1995/8/4,0.82,0.44,0.3,0.52,0.14,32.8022,0,,,,,,,,
1995/8/7,0.81,0.45,0.3,0.51,0.15,32.8022,0,,,,,,,,
1995/8/8,0.79,0.46,0.3,0.49,0.16,32.8022,0,,,,,,,,
1995/8/9,0.78,0.42,0.26,0.52,0.16,32.8022,0,,,,,,,,
1995/8/10,0.81,0.44,0.26,0.55,0.18,32.8022,0,,,,,,,,
1995/8/11,0.79,0.4,0.22,0.57,0.18,32.8022,0,,,,,,,,
1995/8/14,0.78,0.4,0.23,0.55,0.17,32.8022,0,,,,,,,,
1995/8/15,0.71,0.36,0.2,0.51,0.16,32.8022,0,,,,,,,,
1995/8/16,0.7,0.36,0.22,0.48,0.14,32.8022,0,,,,,,,,
1995/8/17,0.68,0.33,0.2,0.48,0.13,32.8022,0,,,,,,,,
1995/8/18,0.69,0.33,0.21,0.48,0.12,32.8022,0,,,,,,,,
1995/8/21,0.7,0.36,0.23,0.47,0.13,32.8022,0,,,,,,,,
1995/8/22,0.69,0.36,0.22,0.47,0.14,32.8022,0,,,,,,,,
1995/8/23,0.73,0.36,0.23,0.5,0.13,32.8022,0,,,,,,,,
1995/8/24,0.73,0.38,0.24,0.49,0.14,32.8022,0,,,,,,,,
1995/8/25,0.68,0.37,0.25,0.43,0.12,32.8022,0,,,,,,,,
1995/8/28,0.68,0.37,0.24,0.44,0.13,32.8022,0,,,,,,,,
1995/8/29,0.65,0.33,0.21,0.44,0.12,32.8022,0,,,,,,,,
1995/8/30,0.67,0.35,0.23,0.44,0.12,32.8022,0,,,,,,,,
1995/8/31,0.63,0.33,0.21,0.42,0.12,32.8022,0,,,,,,,,
1995/9/1,0.62,0.33,0.22,0.4,0.11,32.8022,0,,,,,,,,
1995/9/5,0.58,0.33,0.22,0.36,0.11,32.8022,0,,,,,,,,
1995/9/6,0.57,0.33,0.22,0.35,0.11,32.8022,0,,,,,,,,
1995/9/7,0.56,0.32,0.21,0.35,0.11,32.8022,0,,,,,,,,
1995/9/8,0.57,0.29,0.2,0.37,0.09,32.8022,0,,,,,,,,
1995/9/11,0.57,0.31,0.19,0.38,0.12,32.8022,0,,,,,,,,
1995/9/12,0.55,0.32,0.2,0.35,0.12,32.8022,0,,,,,,,,
1995/9/13,0.55,0.3,0.19,0.36,0.11,32.8022,0,,,,,,,,
1995/9/14,0.57,0.32,0.21,0.36,0.11,32.8022,0,,,,,,,,
1995/9/15,0.56,0.31,0.2,0.36,0.11,32.8022,0,,,,,,,,
1995/9/18,0.61,0.31,0.2,0.41,0.11,32.8022,0,,,,,,,,
1995/9/19,0.6,0.31,0.2,0.4,0.11,32.8022,0,,,,,,,,
1995/9/20,0.58,0.29,0.18,0.4,0.11,32.8022,0,,,,,,,,
1995/9/21,0.59,0.3,0.18,0.41,0.12,32.8022,0,,,,,,,,
1995/9/22,0.62,0.32,0.19,0.43,0.13,32.8022,0,,,,,,,,
1995/9/25,0.61,0.31,0.18,0.43,0.13,32.8022,0,,,,,,,,
1995/9/26,0.57,0.3,0.17,0.4,0.13,32.8022,0,,,,,,,,
1995/9/27,0.6,0.29,0.22,0.38,0.07,32.8022,0,,,,,,,,
1995/9/28,0.55,0.28,0.18,0.37,0.1,32.8022,0,,,,,,,,
1995/9/29,0.52,0.26,0.16,0.36,0.1,32.8022,0,,,,,,,,
1995/10/2,0.5,0.26,0.17,0.33,0.09,32.5109,0,,,,,,,,
1995/10/3,0.5,0.26,0.17,0.33,0.09,32.5109,0,,,,,,,,
1995/10/4,0.52,0.3,0.21,0.31,0.09,32.5109,0,,,,,,,,
1995/10/5,0.47,0.26,0.18,0.29,0.08,32.5109,0,,,,,,,,
1995/10/6,0.47,0.25,0.17,0.3,0.08,32.5109,0,,,,,,,,
1995/10/10,0.46,0.26,0.16,0.3,0.1,32.5109,0,,,,,,,,
1995/10/11,0.48,0.27,0.18,0.3,0.09,32.5109,0,,,,,,,,
1995/10/12,0.46,0.27,0.19,0.27,0.08,32.5109,0,,,,,,,,
1995/10/13,0.39,0.25,0.17,0.22,0.08,32.5109,0,,,,,,,,
1995/10/16,0.38,0.24,0.17,0.21,0.07,32.5109,0,,,,,,,,
1995/10/17,0.4,0.26,0.17,0.23,0.09,32.5109,0,,,,,,,,
1995/10/18,0.41,0.25,0.16,0.25,0.09,32.5109,0,,,,,,,,
1995/10/19,0.4,0.25,0.15,0.25,0.1,32.5109,0,,,,,,,,
1995/10/20,0.42,0.25,0.14,0.28,0.11,32.5109,0,,,,,,,,
1995/10/23,0.42,0.25,0.15,0.27,0.1,32.5109,0,,,,,,,,
1995/10/24,0.42,0.26,0.17,0.25,0.09,32.5109,0,,,,,,,,
1995/10/25,0.44,0.28,0.2,0.24,0.08,32.5109,0,,,,,,,,
1995/10/26,0.54,0.34,0.25,0.29,0.09,32.5109,0,,,,,,,,
1995/10/27,0.49,0.32,0.22,0.27,0.1,32.5109,0,,,,,,,,
1995/10/30,0.49,0.32,0.22,0.27,0.1,32.5109,0,,,,,,,,
1995/10/31,0.48,0.33,0.22,0.26,0.11,32.5109,0,,,,,,,,
1995/11/1,0.52,0.36,0.24,0.28,0.12,32.5109,0,,,,,,,,
1995/11/2,0.51,0.36,0.24,0.27,0.12,32.5109,0,,,,,,,,
1995/11/3,0.51,0.36,0.24,0.27,0.12,32.5109,0,,,,,,,,
1995/11/6,0.5,0.34,0.23,0.27,0.11,32.5109,0,,,,,,,,
1995/11/7,0.51,0.34,0.22,0.29,0.12,32.5109,0,,,,,,,,
1995/11/8,0.51,0.34,0.23,0.28,0.11,32.5109,0,,,,,,,,
1995/11/9,0.54,0.38,0.25,0.29,0.13,32.5109,0,,,,,,,,
1995/11/10,0.53,0.36,0.24,0.29,0.12,32.5109,0,,,,,,,,
1995/11/13,0.54,0.37,0.26,0.28,0.11,32.5109,0,,,,,,,,
1995/11/14,0.54,0.39,0.26,0.28,0.13,32.5109,0,,,,,,,,
1995/11/15,0.53,0.37,0.23,0.3,0.14,32.5109,0,,,,,,,,
1995/11/16,0.51,0.37,0.25,0.26,0.12,32.5109,0,,,,,,,,
1995/11/17,0.52,0.38,0.26,0.26,0.12,32.5109,0,,,,,,,,
1995/11/20,0.52,0.4,0.27,0.25,0.13,32.5109,0,,,,,,,,
1995/11/21,0.47,0.36,0.22,0.25,0.14,32.5109,0,,,,,,,,
1995/11/22,0.47,0.35,0.21,0.26,0.14,32.5109,0,,,,,,,,
1995/11/24,0.48,0.35,0.21,0.27,0.14,32.5109,0,,,,,,,,
1995/11/27,0.47,0.35,0.21,0.26,0.14,32.5109,0,,,,,,,,
1995/11/28,0.44,0.34,0.21,0.23,0.13,32.5109,0,,,,,,,,
1995/11/29,0.43,0.36,0.25,0.18,0.11,32.5109,0,,,,,,,,
1995/11/30,0.4,0.35,0.23,0.17,0.12,32.5109,0,,,,,,,,
1995/12/1,0.38,0.34,0.22,0.16,0.12,32.5109,0,,,,,,,,
1995/12/4,0.31,0.3,0.2,0.11,0.1,32.5109,0,,,,,,,,
1995/12/5,0.32,0.31,0.2,0.12,0.11,32.5109,0,,,,,,,,
1995/12/6,0.33,0.29,0.18,0.15,0.11,32.5109,0,,,,,,,,
1995/12/7,0.37,0.3,0.18,0.19,0.12,32.5109,0,,,,,,,,
1995/12/8,0.34,0.28,0.17,0.17,0.11,32.5109,0,,,,,,,,
1995/12/11,0.36,0.3,0.18,0.18,0.12,32.5109,0,,,,,,,,
1995/12/12,0.36,0.3,0.17,0.19,0.13,32.5109,0,,,,,,,,
1995/12/13,0.37,0.29,0.18,0.19,0.11,32.5109,0,,,,,,,,
1995/12/14,0.39,0.32,0.19,0.2,0.13,32.5109,0,,,,,,,,
1995/12/15,0.43,0.34,0.2,0.23,0.14,32.5109,0,,,,,,,,
1995/12/18,0.47,0.34,0.19,0.28,0.15,32.5109,0,,,,,,,,
1995/12/19,0.53,0.36,0.23,0.3,0.13,32.5109,0,,,,,,,,
1995/12/20,0.49,0.34,0.21,0.28,0.13,32.5109,0,,,,,,,,
1995/12/21,0.48,0.36,0.24,0.24,0.12,32.5109,0,,,,,,,,
1995/12/22,0.45,0.34,0.21,0.24,0.13,32.5109,0,,,,,,,,
1995/12/26,0.43,0.35,0.21,0.22,0.14,32.5109,0,,,,,,,,
1995/12/27,0.43,0.35,0.2,0.23,0.15,32.5109,0,,,,,,,,
1995/12/28,0.45,0.36,0.2,0.25,0.16,32.5109,0,,,,,,,,
1995/12/29,0.4,0.33,0.2,0.2,0.13,32.5109,0,,,,,,,,
1996/1/2,0.43,0.34,0.21,0.22,0.13,21.1399,0,,,,,,,,
1996/1/3,0.42,0.37,0.22,0.2,0.15,21.1399,0,,,,,,,,
1996/1/4,0.46,0.39,0.26,0.2,0.13,21.1399,0,,,,,,,,
1996/1/5,0.5,0.4,0.27,0.23,0.13,21.1399,0,,,,,,,,
1996/1/8,0.49,0.41,0.27,0.22,0.14,21.1399,0,,,,,,,,
1996/1/9,0.54,0.43,0.29,0.25,0.14,21.1399,0,,,,,,,,
1996/1/10,0.61,0.47,0.3,0.31,0.17,21.1399,0,,,,,,,,
1996/1/11,0.62,0.47,0.31,0.31,0.16,21.1399,0,,,,,,,,
1996/1/12,0.61,0.49,0.35,0.26,0.14,21.1399,0,,,,,,,,
1996/1/16,0.6,0.47,0.29,0.31,0.18,21.1399,0,,,,,,,,
1996/1/17,0.54,0.44,0.29,0.25,0.15,21.1399,0,,,,,,,,
1996/1/18,0.52,0.44,0.28,0.24,0.16,21.1399,0,,,,,,,,
1996/1/19,0.52,0.44,0.27,0.25,0.17,21.1399,0,,,,,,,,
1996/1/22,0.55,0.44,0.27,0.28,0.17,21.1399,0,,,,,,,,
1996/1/23,0.6,0.48,0.29,0.31,0.19,21.1399,0,,,,,,,,
1996/1/24,0.59,0.46,0.32,0.27,0.14,21.1399,0,,,,,,,,
1996/1/25,0.64,0.47,0.29,0.35,0.18,21.1399,0,,,,,,,,
1996/1/26,0.63,0.47,0.31,0.32,0.16,21.1399,0,,,,,,,,
1996/1/29,0.64,0.48,0.32,0.32,0.16,21.1399,0,,,,,,,,
1996/1/30,0.65,0.5,0.33,0.32,0.17,21.1399,0,,,,,,,,
1996/1/31,0.7,0.54,0.35,0.35,0.19,21.1399,0,,,,,,,,
1996/2/1,0.75,0.58,0.39,0.36,0.19,21.1399,0,,,,,,,,
1996/2/2,0.81,0.62,0.42,0.39,0.2,21.1399,0,,,,,,,,
1996/2/5,0.82,0.61,0.4,0.42,0.21,21.1399,0,,,,,,,,
1996/2/6,0.81,0.65,0.4,0.41,0.25,21.1399,0,,,,,,,,
1996/2/7,0.8,0.63,0.39,0.41,0.24,21.1399,0,,,,,,,,
1996/2/8,0.82,0.65,0.39,0.43,0.26,21.1399,0,,,,,,,,
1996/2/9,0.84,0.68,0.41,0.43,0.27,21.1399,0,,,,,,,,
1996/2/12,0.81,0.67,0.44,0.37,0.23,21.1399,0,,,,,,,,
1996/2/13,0.79,0.69,0.44,0.35,0.25,21.1399,0,,,,,,,,
1996/2/14,0.82,0.71,0.45,0.37,0.26,21.1399,0,,,,,,,,
1996/2/15,0.86,0.75,0.47,0.39,0.28,21.1399,0,,,,,,,,
1996/2/16,0.92,0.75,0.47,0.45,0.28,21.1399,0,,,,,,,,
1996/2/20,0.92,0.71,0.48,0.44,0.23,21.1399,0,,,,,,,,
1996/2/21,0.93,0.68,0.42,0.51,0.26,21.1399,0,,,,,,,,
1996/2/22,0.93,0.69,0.45,0.48,0.24,21.1399,0,,,,,,,,
1996/2/23,0.95,0.68,0.44,0.51,0.24,21.1399,0,,,,,,,,
1996/2/26,0.96,0.68,0.45,0.51,0.23,21.1399,0,,,,,,,,
1996/2/27,0.94,0.65,0.43,0.51,0.22,21.1399,0,,,,,,,,
1996/2/28,0.89,0.6,0.38,0.51,0.22,21.1399,0,,,,,,,,
1996/2/29,0.9,0.57,0.4,0.5,0.17,21.1399,0,,,,,,,,
1996/3/1,0.92,0.59,0.39,0.53,0.2,21.1399,0,,,,,,,,
1996/3/4,0.9,0.6,0.4,0.5,0.2,21.1399,0,,,,,,,,
1996/3/5,0.89,0.56,0.36,0.53,0.2,21.1399,0,,,,,,,,
1996/3/6,0.92,0.57,0.37,0.55,0.2,21.1399,0,,,,,,,,
1996/3/7,0.93,0.54,0.36,0.57,0.18,21.1399,0,,,,,,,,
1996/3/8,1.02,0.53,0.36,0.66,0.17,21.1399,0,,,,,,,,
1996/3/11,0.95,0.47,0.33,0.62,0.14,21.1399,0,,,,,,,,
1996/3/12,0.95,0.44,0.32,0.63,0.12,21.1399,0,,,,,,,,
1996/3/13,0.96,0.49,0.32,0.64,0.17,21.1399,0,,,,,,,,
1996/3/14,0.98,0.52,0.33,0.65,0.19,21.1399,0,,,,,,,,
1996/3/15,0.95,0.45,0.27,0.68,0.18,21.1399,0,,,,,,,,
1996/3/18,0.92,0.41,0.27,0.65,0.14,21.1399,0,,,,,,,,
1996/3/19,0.94,0.42,0.26,0.68,0.16,21.1399,0,,,,,,,,
1996/3/20,0.93,0.48,0.29,0.64,0.19,21.1399,0,,,,,,,,
1996/3/21,0.88,0.46,0.27,0.61,0.19,21.1399,0,,,,,,,,
1996/3/22,0.91,0.47,0.27,0.64,0.2,21.1399,0,,,,,,,,
1996/3/25,0.88,0.45,0.26,0.62,0.19,21.1399,0,,,,,,,,
1996/3/26,0.87,0.43,0.25,0.62,0.18,21.1399,0,,,,,,,,
1996/3/27,0.89,0.41,0.22,0.67,0.19,21.1399,0,,,,,,,,
1996/3/28,0.93,0.42,0.21,0.72,0.21,21.1399,0,,,,,,,,
1996/3/29,0.93,0.43,0.24,0.69,0.19,21.1399,0,,,,,,,,
1996/4/1,0.9,0.4,0.22,0.68,0.18,10.5098,0,,,,,,,,
1996/4/2,0.81,0.39,0.23,0.58,0.16,10.5098,0,,,,,,,,
1996/4/3,0.81,0.38,0.21,0.6,0.17,10.5098,0,,,,,,,,
1996/4/4,0.85,0.38,0.21,0.64,0.17,10.5098,0,,,,,,,,
1996/4/5,0.94,0.35,0.17,0.77,0.18,10.5098,0,,,,,,,,
1996/4/8,0.96,0.36,0.17,0.79,0.19,10.5098,0,,,,,,,,
1996/4/9,0.96,0.35,0.19,0.77,0.16,10.5098,0,,,,,,,,
1996/4/10,0.99,0.39,0.19,0.8,0.2,10.5098,0,,,,,,,,
1996/4/11,1.03,0.35,0.18,0.85,0.17,10.5098,0,,,,,,,,
1996/4/12,0.99,0.4,0.21,0.78,0.19,10.5098,0,,,,,,,,
1996/4/15,1,0.4,0.2,0.8,0.2,10.5098,0,,,,,,,,
1996/4/16,1,0.42,0.2,0.8,0.22,10.5098,0,,,,,,,,
1996/4/17,0.99,0.4,0.19,0.8,0.21,10.5098,0,,,,,,,,
1996/4/18,1.02,0.4,0.19,0.83,0.21,10.5098,0,,,,,,,,
1996/4/19,1.03,0.43,0.21,0.82,0.22,10.5098,0,,,,,,,,
1996/4/22,1,0.42,0.2,0.8,0.22,10.5098,0,,,,,,,,
1996/4/23,1.04,0.42,0.21,0.83,0.21,10.5098,0,,,,,,,,
1996/4/24,1.06,0.44,0.23,0.83,0.21,10.5098,0,,,,,,,,
1996/4/25,0.99,0.41,0.25,0.74,0.16,10.5098,0,,,,,,,,
1996/4/26,0.99,0.46,0.25,0.74,0.21,10.5098,0,,,,,,,,
1996/4/29,1.02,0.46,0.26,0.76,0.2,10.5098,0,,,,,,,,
1996/4/30,1.04,0.47,0.26,0.78,0.21,10.5098,0,,,,,,,,
1996/5/1,1.08,0.49,0.29,0.79,0.2,10.5098,0,,,,,,,,
1996/5/2,1.16,0.51,0.29,0.87,0.22,10.5098,0,,,,,,,,
1996/5/3,1.21,0.53,0.29,0.92,0.24,10.5098,0,,,,,,,,
1996/5/6,1.2,0.52,0.29,0.91,0.23,10.5098,0,,,,,,,,
1996/5/7,1.16,0.49,0.27,0.89,0.22,10.5098,0,,,,,,,,
1996/5/8,1.12,0.43,0.22,0.9,0.21,10.5098,0,,,,,,,,
1996/5/9,1.16,0.49,0.27,0.89,0.22,10.5098,0,,,,,,,,
1996/5/10,1.13,0.52,0.3,0.83,0.22,10.5098,0,,,,,,,,
1996/5/13,1.1,0.47,0.27,0.83,0.2,10.5098,0,,,,,,,,
1996/5/14,1.08,0.47,0.26,0.82,0.21,10.5098,0,,,,,,,,
1996/5/15,1.07,0.47,0.26,0.81,0.21,10.5098,0,,,,,,,,
1996/5/16,1.1,0.45,0.25,0.85,0.2,10.5098,0,,,,,,,,
1996/5/17,1.07,0.45,0.24,0.83,0.21,10.5098,0,,,,,,,,
1996/5/20,1.06,0.44,0.24,0.82,0.2,10.5098,0,,,,,,,,
1996/5/21,1.08,0.46,0.24,0.84,0.22,10.5098,0,,,,,,,,
1996/5/22,1.07,0.44,0.25,0.82,0.19,10.5098,0,,,,,,,,
1996/5/23,1.05,0.45,0.24,0.81,0.21,10.5098,0,,,,,,,,
1996/5/24,1.04,0.45,0.23,0.81,0.22,10.5098,0,,,,,,,,
1996/5/28,1.04,0.44,0.23,0.81,0.21,10.5098,0,,,,,,,,
1996/5/29,1.07,0.44,0.21,0.86,0.23,10.5098,0,,,,,,,,
1996/5/30,1.07,0.42,0.23,0.84,0.19,10.5098,0,,,,,,,,
1996/5/31,1.08,0.41,0.21,0.87,0.2,10.5098,0,,,,,,,,
1996/6/3,1.09,0.44,0.23,0.86,0.21,10.5098,0,,,,,,,,
1996/6/4,1.08,0.42,0.24,0.84,0.18,10.5098,0,,,,,,,,
1996/6/5,1.06,0.39,0.22,0.84,0.17,10.5098,0,,,,,,,,
1996/6/6,1.05,0.44,0.24,0.81,0.2,10.5098,0,,,,,,,,
1996/6/7,1.07,0.37,0.18,0.89,0.19,10.5098,0,,,,,,,,
1996/6/10,1.09,0.39,0.2,0.89,0.19,10.5098,0,,,,,,,,
1996/6/11,1.12,0.43,0.22,0.9,0.21,10.5098,0,,,,,,,,
1996/6/12,1.15,0.44,0.22,0.93,0.22,10.5098,0,,,,,,,,
1996/6/13,1.16,0.45,0.21,0.95,0.24,10.5098,0,,,,,,,,
1996/6/14,1.15,0.46,0.23,0.92,0.23,10.5098,0,,,,,,,,
1996/6/17,1.12,0.43,0.22,0.9,0.21,10.5098,0,,,,,,,,
1996/6/18,1.15,0.45,0.22,0.93,0.23,10.5098,0,,,,,,,,
1996/6/19,1.15,0.46,0.22,0.93,0.24,10.5098,0,,,,,,,,
1996/6/20,1.11,0.43,0.21,0.9,0.22,10.5098,0,,,,,,,,
1996/6/21,1.12,0.44,0.22,0.9,0.22,10.5098,0,,,,,,,,
1996/6/24,1.11,0.42,0.22,0.89,0.2,10.5098,0,,,,,,,,
1996/6/25,1.09,0.41,0.21,0.88,0.2,10.5098,0,,,,,,,,
1996/6/26,1.08,0.42,0.24,0.84,0.18,10.5098,0,,,,,,,,
1996/6/27,1.06,0.42,0.24,0.82,0.18,10.5098,0,,,,,,,,
1996/6/28,1.03,0.43,0.26,0.77,0.17,10.5098,0,,,,,,,,
1996/7/1,1,0.41,0.25,0.75,0.16,7.6793,0,,,,,,,,
1996/7/2,1,0.4,0.24,0.76,0.16,7.6793,0,,,,,,,,
1996/7/3,1.03,0.42,0.25,0.78,0.17,7.6793,0,,,,,,,,
1996/7/5,1.09,0.44,0.24,0.85,0.2,7.6793,0,,,,,,,,
1996/7/8,1.07,0.43,0.24,0.83,0.19,7.6793,0,,,,,,,,
1996/7/9,1.05,0.39,0.22,0.83,0.17,7.6793,0,,,,,,,,
1996/7/10,1.06,0.43,0.24,0.82,0.19,7.6793,0,,,,,,,,
1996/7/11,1.05,0.43,0.23,0.82,0.2,7.6793,0,,,,,,,,
1996/7/12,1.01,0.4,0.2,0.81,0.2,7.6793,0,,,,,,,,
1996/7/15,1.03,0.39,0.22,0.81,0.17,7.6793,0,,,,,,,,
1996/7/16,1.07,0.42,0.23,0.84,0.19,7.6793,0,,,,,,,,
1996/7/17,1.04,0.4,0.22,0.82,0.18,7.6793,0,,,,,,,,
1996/7/18,0.93,0.4,0.22,0.71,0.18,7.6793,0,,,,,,,,
1996/7/19,0.97,0.43,0.23,0.74,0.2,7.6793,0,,,,,,,,
1996/7/22,0.98,0.41,0.22,0.76,0.19,7.6793,0,,,,,,,,
1996/7/23,0.95,0.38,0.2,0.75,0.18,7.6793,0,,,,,,,,
1996/7/24,1.01,0.41,0.24,0.77,0.17,7.6793,0,,,,,,,,
1996/7/25,1.02,0.41,0.22,0.8,0.19,7.6793,0,,,,,,,,
1996/7/26,1,0.4,0.23,0.77,0.17,7.6793,0,,,,,,,,
1996/7/29,1,0.43,0.24,0.76,0.19,7.6793,0,,,,,,,,
1996/7/30,1.01,0.42,0.24,0.77,0.18,7.6793,0,,,,,,,,
1996/7/31,0.95,0.41,0.23,0.72,0.18,7.6793,0,,,,,,,,
1996/8/1,0.91,0.4,0.24,0.67,0.16,7.6793,0,,,,,,,,
1996/8/2,0.91,0.42,0.25,0.66,0.17,7.6793,0,,,,,,,,
1996/8/5,0.93,0.43,0.25,0.68,0.18,7.6793,0,,,,,,,,
1996/8/6,0.93,0.41,0.25,0.68,0.16,7.6793,0,,,,,,,,
1996/8/7,0.93,0.41,0.25,0.68,0.16,7.6793,0,,,,,,,,
1996/8/8,0.94,0.42,0.27,0.67,0.15,7.6793,0,,,,,,,,
1996/8/9,0.93,0.41,0.25,0.68,0.16,7.6793,0,,,,,,,,
1996/8/12,0.91,0.41,0.25,0.66,0.16,7.6793,0,,,,,,,,
1996/8/13,0.94,0.43,0.25,0.69,0.18,7.6793,0,,,,,,,,
1996/8/14,0.97,0.44,0.25,0.72,0.19,7.6793,0,,,,,,,,
1996/8/15,0.96,0.45,0.25,0.71,0.2,7.6793,0,,,,,,,,
1996/8/16,0.95,0.43,0.25,0.7,0.18,7.6793,0,,,,,,,,
1996/8/19,0.95,0.44,0.25,0.7,0.19,7.6793,0,,,,,,,,
1996/8/20,0.97,0.45,0.25,0.72,0.2,7.6793,0,,,,,,,,
1996/8/21,0.99,0.46,0.26,0.73,0.2,7.6793,0,,,,,,,,
1996/8/22,1,0.44,0.24,0.76,0.2,7.6793,0,,,,,,,,
1996/8/23,1.03,0.45,0.24,0.79,0.21,7.6793,0,,,,,,,,
1996/8/26,1.03,0.43,0.23,0.8,0.2,7.6793,0,,,,,,,,
1996/8/27,1.02,0.42,0.23,0.79,0.19,7.6793,0,,,,,,,,
1996/8/28,1.02,0.43,0.23,0.79,0.2,7.6793,0,,,,,,,,
1996/8/29,1.04,0.44,0.25,0.79,0.19,7.6793,0,,,,,,,,
1996/8/30,1.05,0.42,0.23,0.82,0.19,7.6793,0,,,,,,,,
1996/9/3,0.98,0.38,0.21,0.77,0.17,7.6793,0,,,,,,,,
1996/9/4,0.97,0.38,0.2,0.77,0.18,7.6793,0,,,,,,,,
1996/9/5,1,0.42,0.22,0.78,0.2,7.6793,0,,,,,,,,
1996/9/6,1.02,0.42,0.22,0.8,0.2,7.6793,0,,,,,,,,
1996/9/9,0.99,0.43,0.23,0.76,0.2,7.6793,0,,,,,,,,
1996/9/10,1.01,0.42,0.24,0.77,0.18,7.6793,0,,,,,,,,
1996/9/11,1,0.43,0.24,0.76,0.19,7.6793,0,,,,,,,,
1996/9/12,0.98,0.44,0.24,0.74,0.2,7.6793,0,,,,,,,,
1996/9/13,1,0.45,0.26,0.74,0.19,7.6793,0,,,,,,,,
1996/9/16,0.99,0.42,0.24,0.75,0.18,7.6793,0,,,,,,,,
1996/9/17,0.98,0.42,0.24,0.74,0.18,7.6793,0,,,,,,,,
1996/9/18,0.99,0.4,0.22,0.77,0.18,7.6793,0,,,,,,,,
1996/9/19,1.02,0.41,0.22,0.8,0.19,7.6793,0,,,,,,,,
1996/9/20,1,0.42,0.23,0.77,0.19,7.6793,0,,,,,,,,
1996/9/23,0.98,0.43,0.23,0.75,0.2,7.6793,0,,,,,,,,
1996/9/24,1.04,0.45,0.25,0.79,0.2,7.6793,0,,,,,,,,
1996/9/25,1.01,0.46,0.25,0.76,0.21,7.6793,0,,,,,,,,
1996/9/26,1.01,0.44,0.25,0.76,0.19,7.6793,0,,,,,,,,
1996/9/27,1,0.43,0.25,0.75,0.18,7.6793,0,,,,,,,,
1996/9/30,1.01,0.44,0.26,0.75,0.18,7.6793,0,,,,,,,,
1996/10/1,1,0.43,0.26,0.74,0.17,5.0467,0,,,,,,,,
1996/10/2,1,0.46,0.26,0.74,0.2,5.0467,0,,,,,,,,
