DATE,HQMCB1YR,HQMCB10YR,HQMCB15YR,HQMCB20YR,HQMCB10M1,HQMCB15M1,HQMCB20M1,RECESSION_RATE,RECESSION_RATE_1_5TH,RECESSION_LABEL,,,,,,
2014/4/1,0.41,3.91,4.59,4.84,3.5,4.18,4.43,5,0.25,0,,,,,,
2014/5/1,0.37,3.76,4.45,4.7,3.39,4.08,4.33,5,0.25,0,,,,,,
2014/6/1,0.41,3.79,4.47,4.74,3.38,4.06,4.33,5,0.25,0,,,,,,
2014/7/1,0.43,3.71,4.38,4.66,3.28,3.95,4.23,1.6,0.08,0,,,,,,
2014/8/1,0.42,3.63,4.28,4.58,3.21,3.86,4.16,1.6,0.08,0,,,,,,
2014/9/1,0.52,3.76,4.39,4.67,3.24,3.87,4.15,1.6,0.08,0,,,,,,
2014/10/1,0.49,3.59,4.21,4.5,3.1,3.72,4.01,7.9,0.395,0,,,,,,
2014/11/1,0.56,3.65,4.27,4.57,3.09,3.71,4.01,7.9,0.395,0,,,,,,
2014/12/1,0.65,3.56,4.14,4.42,2.91,3.49,3.77,7.9,0.395,0,,,,,,
2015/1/1,0.61,3.26,3.83,4.08,2.65,3.22,3.47,13.3,0.665,0,,,,,,
2015/2/1,0.62,3.31,3.91,4.15,2.69,3.29,3.53,13.3,0.665,0,,,,,,
2015/3/1,0.63,3.38,3.97,4.2,2.75,3.34,3.57,13.3,0.665,0,,,,,,
2015/4/1,0.58,3.3,3.94,4.18,2.72,3.36,3.6,5.6,0.28,0,,,,,,
2015/5/1,0.62,3.63,4.34,4.63,3.01,3.72,4.01,5.6,0.28,0,,,,,,
2015/6/1,0.76,3.9,4.57,4.85,3.14,3.81,4.09,5.6,0.28,0,,,,,,
2015/7/1,0.8,3.93,4.58,4.83,3.13,3.78,4.03,10,0.5,0,,,,,,
2015/8/1,0.87,3.84,4.45,4.69,2.97,3.58,3.82,10,0.5,0,,,,,,
2015/9/1,0.9,3.89,4.57,4.8,2.99,3.67,3.9,10,0.5,0,,,,,,
2015/10/1,0.85,3.79,4.49,4.74,2.94,3.64,3.89,15.7,0.785,0,,,,,,
2015/11/1,0.94,3.91,4.61,4.85,2.97,3.67,3.91,15.7,0.785,0,,,,,,
2015/12/1,1.09,3.89,4.59,4.79,2.8,3.5,3.7,15.7,0.785,0,,,,,,
2016/1/1,1.11,3.84,4.58,4.79,2.73,3.47,3.68,22.5,1.125,0,,,,,,
2016/2/1,1.09,3.71,4.51,4.76,2.62,3.42,3.67,22.5,1.125,0,,,,,,
2016/3/1,1.08,3.62,4.38,4.6,2.54,3.3,3.52,22.5,1.125,0,,,,,,
2016/4/1,0.95,3.4,4.16,4.38,2.45,3.21,3.43,12.2,0.61,0,,,,,,
2016/5/1,0.98,3.35,4.07,4.32,2.37,3.09,3.34,12.2,0.61,0,,,,,,
2016/6/1,0.98,3.21,3.92,4.17,2.23,2.94,3.19,12.2,0.61,0,,,,,,
2016/7/1,0.96,3.03,3.7,3.92,2.07,2.74,2.96,5.3,0.265,0,,,,,,
2016/8/1,1,3.04,3.72,3.93,2.04,2.72,2.93,5.3,0.265,0,,,,,,
2016/9/1,1.09,3.11,3.79,4.02,2.02,2.7,2.93,5.3,0.265,0,,,,,,
2016/10/1,1.16,3.21,3.89,4.12,2.05,2.73,2.96,8.4,0.42,0,,,,,,
2016/11/1,1.24,3.58,4.22,4.45,2.34,2.98,3.21,8.4,0.42,0,,,,,,
2016/12/1,1.41,3.84,4.4,4.59,2.43,2.99,3.18,8.4,0.42,0,,,,,,
2017/1/1,1.41,3.73,4.26,4.44,2.32,2.85,3.03,8.2,0.41,0,,,,,,
2017/2/1,1.37,3.73,4.27,4.46,2.36,2.9,3.09,8.2,0.41,0,,,,,,
2017/3/1,1.47,3.77,4.3,4.5,2.3,2.83,3.03,8.2,0.41,0,,,,,,
2017/4/1,1.47,3.58,4.15,4.37,2.11,2.68,2.9,3.3,0.165,0,,,,,,
2017/5/1,1.49,3.57,4.14,4.35,2.08,2.65,2.86,3.3,0.165,0,,,,,,
2017/6/1,1.56,3.42,3.95,4.15,1.86,2.39,2.59,3.3,0.165,0,,,,,,
2017/7/1,1.56,3.49,3.99,4.16,1.93,2.43,2.6,2.4,0.12,0,,,,,,
2017/8/1,1.56,3.39,3.89,4.1,1.83,2.33,2.54,2.4,0.12,0,,,,,,
2017/9/1,1.59,3.4,3.91,4.11,1.81,2.32,2.52,2.4,0.12,0,,,,,,
2017/10/1,1.66,3.45,3.92,4.08,1.79,2.26,2.42,2.4,0.12,0,,,,,,
2017/11/1,1.83,3.42,3.84,4.02,1.59,2.01,2.19,2.4,0.12,0,,,,,,
2017/12/1,1.98,3.42,3.79,3.93,1.44,1.81,1.95,2.4,0.12,0,,,,,,
2018/1/1,2.12,3.54,3.87,4,1.42,1.75,1.88,2.7,0.135,0,,,,,,
2018/2/1,2.31,3.85,4.16,4.25,1.54,1.85,1.94,2.7,0.135,0,,,,,,
2018/3/1,2.53,3.89,4.17,4.29,1.36,1.64,1.76,2.7,0.135,0,,,,,,
2018/4/1,2.6,3.96,4.22,4.31,1.36,1.62,1.71,1.1,0.055,0,,,,,,
2018/5/1,2.63,4.1,4.37,4.46,1.47,1.74,1.83,1.1,0.055,0,,,,,,
2018/6/1,2.72,4.11,4.39,4.49,1.39,1.67,1.77,1.1,0.055,0,,,,,,
2018/7/1,2.76,4.12,4.41,4.45,1.36,1.65,1.69,1.5,0.075,0,,,,,,
2018/8/1,2.74,4.07,4.38,4.43,1.33,1.64,1.69,1.5,0.075,0,,,,,,
2018/9/1,2.83,4.18,4.48,4.53,1.35,1.65,1.7,1.5,0.075,0,,,,,,
2018/10/1,2.95,4.3,4.6,4.66,1.35,1.65,1.71,2.4,0.12,0,,,,,,
2018/11/1,3.08,4.36,4.67,4.77,1.28,1.59,1.69,2.4,0.12,0,,,,,,
2018/12/1,3.12,4.22,4.53,4.61,1.1,1.41,1.49,2.4,0.12,0,,,,,,
2019/1/1,2.97,4.15,4.51,4.57,1.18,1.54,1.6,2.9,0.145,0,,,,,,
2019/2/1,2.84,4.01,4.4,4.43,1.17,1.56,1.59,2.9,0.145,0,,,,,,
2019/3/1,2.74,3.87,4.3,4.38,1.13,1.56,1.64,2.9,0.145,0,,,,,,
2019/4/1,2.7,3.75,4.17,4.26,1.05,1.47,1.56,3.9,0.195,0,,,,,,
2019/5/1,2.63,3.61,4.03,4.17,0.98,1.4,1.54,3.9,0.195,0,,,,,,
2019/6/1,2.37,3.35,3.81,3.97,0.98,1.44,1.6,3.9,0.195,0,,,,,,
2019/7/1,2.3,3.21,3.67,3.82,0.91,1.37,1.52,3.8,0.19,0,,,,,,
2019/8/1,2.09,2.85,3.27,3.42,0.76,1.18,1.33,3.8,0.19,0,,,,,,
2019/9/1,2.08,2.93,3.34,3.48,0.85,1.26,1.4,3.8,0.19,0,,,,,,
2019/10/1,1.93,2.91,3.34,3.49,0.98,1.41,1.56,3.8,0.19,0,,,,,,
2019/11/1,1.91,2.94,3.36,3.51,1.03,1.45,1.6,3.8,0.19,0,,,,,,
2019/12/1,1.91,2.92,3.32,3.45,1.01,1.41,1.54,3.8,0.19,0,,,,,,
