DATE,weekly return,volatility,average weekly volatility of past month,average weekly volatility of past quarter,return of past month,return of past half year,return of past year,rate of unemployment,core cpi
1962/1/5,-2.228057938,3.378332171,2.752688654,2.459683115,-0.019948176,0.031932094,0.149944501,5.8,1.3
1962/1/12,-0.435062392,2.699904874,2.940174828,2.544858135,-0.012665427,0.030089443,0.123240326,5.8,1.3
1962/1/19,-1.546934933,3.484467424,3.115504794,2.659259747,-0.04159315,0.026244874,0.10460937,5.8,1.3
1962/1/26,-1.217319329,2.454618107,3.004330644,2.670603579,-0.031685412,-0.018337304,0.075530626,5.8,1.3
1962/2/2,2.0745749,3.236105694,2.968774025,2.700589241,-0.007278041,-0.019606483,0.082072409,5.5,1.3
1962/2/9,2.50796122,3.137782181,3.078243352,2.732128943,0.033608289,0.002311099,0.132273395,5.5,1.3
1962/2/16,-1.078327143,1.698261698,2.63169192,2.719439763,0.035062627,-0.009771537,0.099438357,5.5,1.3
1962/3/2,0.205767117,1.832172957,2.190460959,2.637307879,-0.018321897,-0.014115755,0.05872893,5.5,1.3
1962/3/9,0.483825598,2.025316456,1.912344528,2.643587569,-0.002819418,-0.008961021,0.076693542,5.5,1.3
1962/3/16,1.095963272,2.449470914,2.100146832,2.615781182,0.017941201,0.008348574,0.067704407,5.5,1.3
1962/3/23,-0.804408324,1.702964265,2.002481148,2.516085312,0.007679325,0.021238383,0.065415558,5.5,1.3
1962/3/30,-1.327359518,2.037796946,2.053887145,2.404374043,-0.010483736,0.008200228,0.044825752,5.5,1.3
1962/4/6,-1.035433906,2.319824599,2.127514181,2.372700687,-0.031345619,-0.012170844,0.023344596,5.5,1.3
1962/4/13,-1.676600489,3.516144248,2.394182514,2.375340422,-0.039862658,-0.021896772,-0.008375258,5.5,1.3
1962/4/19,0.923099288,2.267771478,2.535384318,2.35976987,-0.017964495,-0.016099545,0.013133893,5.5,1.3
1962/4/27,-3.176089305,4.551674469,3.163853698,2.469400601,-0.039206438,-0.037968886,-0.009577133,5.5,1.3
1962/5/4,-0.148765248,3.540612913,3.469050777,2.502969829,-0.024276784,-0.05364822,-0.028175948,5.5,1.3
1962/5/11,-4.554529201,5.691299166,4.012839506,2.835722951,-0.077234426,-0.116152976,-0.068716383,5.5,1.3
1962/5/18,1.571890171,5.260446748,4.761008324,3.099624597,-0.031984528,-0.108043645,-0.078263333,5.5,1.3
1962/5/25,-5.965882895,7.053941909,5.386575184,3.534772009,-0.088379023,-0.164771564,-0.121202982,5.5,1.3
1962/6/1,-0.135647513,11.63626855,7.410489093,4.335684684,-0.046173298,-0.161555455,-0.124181227,5.5,1.3
1962/6/8,-1.544881761,4.533180591,7.120959449,4.509327157,-0.075441832,-0.173862294,-0.141648476,5.5,1.3
1962/6/15,-3.894549625,7.828992204,7.763095813,5.019829485,-0.055076159,-0.207310218,-0.156557257,5.5,1.3
1962/6/22,-6.743574665,7.869521602,7.966990737,5.50580654,-0.117600851,-0.252018422,-0.217033326,5.5,1.3
1962/6/29,4.09688607,8.253120421,7.121203705,6.000247858,-0.067036785,-0.232311627,-0.179355216,5.5,1.3
1962/7/6,2.65286488,5.166761688,7.279598979,6.137799311,-0.003476426,-0.193987466,-0.168249798,5.5,1.3
1962/7/13,2.433309613,5.085304684,6.593677099,6.372593745,0.094586324,-0.170767004,-0.145815845,5.5,1.3
1962/7/20,-2.204374862,3.930937495,5.609031072,6.320865664,0.028328107,-0.176304373,-0.154686585,5.5,1.3
1962/7/27,1.354863301,3.239890502,4.355723592,6.295805463,0.015325338,-0.154856326,-0.170353982,5.5,1.3
1962/8/3,0.572649573,2.957264957,3.80334941,6.067969279,-0.00311764,-0.16729177,-0.183618249,5.5,1.3
1962/8/10,0.67476842,2.804453132,3.233136521,5.863303145,0.026230985,-0.18218344,-0.180293385,5.5,1.3
1962/8/17,2.988249595,3.596029173,3.149409441,5.57514375,0.042769231,-0.148563772,-0.156883612,5.5,1.3
1962/8/24,0.609816072,2.655650634,3.003349474,4.826758924,0.043154585,-0.135017053,-0.143646486,5.5,1.3
1962/8/31,-0.742985629,2.93283801,2.997242737,4.693397042,0.028464344,-0.143206751,-0.155301034,5.5,1.3
1962/9/7,-1.36577038,3.004038215,3.047139008,4.291317543,-0.015015901,-0.158977661,-0.16651408,5.5,1.3
1962/9/14,0.828812036,2.396564924,2.747272946,3.83523782,-0.0128719,-0.161200105,-0.154197322,5.5,1.3
1962/9/21,-2.320744751,3.779875875,3.028329256,3.462467441,-0.028562986,-0.174022276,-0.156479845,5.5,1.3
1962/9/28,-2.162965967,3.227550779,3.102007448,3.300866532,-0.036414473,-0.181017045,-0.174301198,5.5,1.3
1962/10/5,1.314380462,3.333448478,3.184360014,3.154878515,-0.031774066,-0.161571116,-0.171775503,5.4,1.3
1962/10/12,-0.020457219,1.926388108,3.06681581,2.987832732,-0.008972929,-0.147448757,-0.166116878,5.4,1.3
1962/10/19,-2.24734428,4.041127423,3.132128697,3.054602476,-0.009827628,-0.174231185,-0.187525687,5.4,1.3
1962/10/26,-0.744823737,5.023635507,3.581149879,3.226800022,-0.029952778,-0.153495983,-0.185636798,5.4,1.3
1962/11/2,6.249340972,5.852166883,4.21082948,3.480776168,0.03087967,-0.099255066,-0.147578428,5.7,1.3
1962/11/9,1.910417149,2.87803103,4.448740211,3.420942989,0.074726578,-0.038243604,-0.149954471,5.7,1.3
1962/11/16,2.410205638,3.067534449,4.205341967,3.45526664,0.108888967,-0.030305824,-0.135075118,5.7,1.3
1962/11/30,0.686960163,2.74473925,3.174985133,3.523391543,0.053836041,0.062597169,-0.1090712,5.7,1.3
1962/12/7,0.431233636,2.572000616,3.09847753,3.538011184,0.033471742,0.083924802,-0.104528851,5.5,1.3
1962/12/14,-0.614936359,2.484281552,2.952664306,3.43004499,0.004993254,0.120913902,-0.111463003,5.5,1.3
1962/12/21,-0.259223256,2.437933003,2.559738605,3.364243509,-0.004450947,0.198853836,-0.103279416,5.5,1.3
1962/12/28,0.776596897,1.763586578,2.314450437,3.233421684,-0.00102745,0.160615023,-0.109009342,5.5,1.3
1963/1/4,1.656356017,3.39253642,2.519584388,3.35560071,0.021802527,0.149348283,-0.073610878,5.7,1
1963/1/11,1.414937634,2.476518378,2.517643595,3.225216623,0.038953605,0.137921686,-0.056397791,5.7,1
1963/1/18,0.136988341,2.337735821,2.492594299,3.001391649,0.032359578,0.165165113,-0.040258591,5.7,1
1963/1/25,1.069129084,2.289928774,2.624179848,2.704538473,0.026396062,0.161880342,-0.018044179,5.7,1
1963/2/1,0.511990584,1.70663528,2.202704563,2.60692216,0.017257553,0.16117957,-0.033076215,5.5,1.6
1963/2/8,-0.478643988,2.137064902,2.117841194,2.529383032,0.011003554,0.147876148,-0.061247877,5.5,1.6
1963/2/15,0.904531482,2.926857966,2.265121731,2.439151545,0.009357069,0.124651651,-0.042430841,5.5,1.6
1963/2/21,-0.645716118,2.681981168,2.363134829,2.433921705,-0.002268802,0.110616874,-0.039335344,5.5,1.6
1963/3/1,-3.2158209,3.726361809,2.868066461,2.530118471,-0.029709815,0.082947569,-0.072137834,5.5,1.6
1963/3/8,1.926604114,2.485940792,2.955285434,2.530256741,-0.019881643,0.119095962,-0.058815296,5.5,1.6
1963/3/15,0.579994646,1.621010678,2.628823612,2.462179881,-0.00779015,0.116334346,-0.063618868,5.5,1.6
1963/3/22,0.221788502,1.700378519,2.38342295,2.456912542,0.027451456,0.145391869,-0.053931832,5.5,1.6
1963/3/29,0.69192411,1.844147414,1.912869351,2.327880125,0.015005503,0.178814467,-0.034571045,5.5,1.6
1963/4/5,2.917173375,3.399217594,2.141188551,2.404771727,0.038591199,0.197463305,0.003987822,5.5,1.6
1963/4/11,0.8570371,1.850744569,2.198622024,2.364189122,0.045174235,0.207973127,0.029858991,5.5,1.6
1963/4/19,0.455931342,1.623284964,2.179348635,2.308635471,0.042724649,0.241378709,0.025091826,5.5,1.6
1963/4/26,0.770019813,1.981255357,2.213625621,2.331520478,0.02097036,0.260324769,0.066869979,5.5,1.6
1963/5/3,0.128285575,1.78484278,1.810031918,2.302168634,0.013593247,0.187717093,0.069830155,5.5,1.6
1963/5/10,0.726948626,2.548498057,1.98447029,2.270638642,0.016327792,0.173924334,0.129029237,5.5,1.6
1963/5/17,0.208768267,1.576131289,1.972681871,2.178484485,0.010667224,0.14868934,0.113877363,5.5,1.6
1963/5/24,-0.590507726,1.697019868,1.901622999,2.009372657,0.003411924,0.117310466,0.177551154,5.5,1.6
1963/6/7,-0.625902744,1.870830181,1.844619661,2.009237325,-0.003311258,0.107805551,0.200777913,5.5,1.6
1963/6/14,-0.052602436,2.200996678,2.000836008,2.050955505,0.00208183,0.114073663,0.248780657,5.5,1.6
1963/6/21,-0.173125398,1.772804077,2.019782061,2.045010227,-0.008501272,0.115035349,0.336764406,5.5,1.6
1963/6/28,-1.928493139,2.982921043,2.206887995,2.010318848,-0.021497785,0.085105077,0.259389253,5.5,1.6
1963/7/12,-1.221316509,1.674948356,2.318548729,2.097355536,-0.018147259,0.053753034,0.199088429,5.5,1.6
1963/7/19,-1.951419407,2.783704729,2.571273892,2.164226317,-0.018376788,0.031776479,0.202189958,5.5,1.6
1963/7/26,-0.649968294,1.700582233,2.25068919,2.157204605,-0.037784043,0.014226865,0.178410256,5.5,1.6
1963/8/2,1.22575685,2.219417729,2.094663262,2.129781244,-0.013946785,0.021429199,0.186062718,5.5,1.6
1963/8/9,1.513284228,1.934596314,2.159575252,2.15965333,0.020896985,0.041873189,0.195941383,5.5,1.6
1963/8/16,1.54295717,2.456308761,2.077726259,2.222927404,0.043430959,0.048465149,0.17915806,5.5,1.6
1963/8/23,0.531064492,1.862896387,2.118304798,2.191960661,0.036270098,0.060883471,0.178235083,5.5,1.6
1963/8/30,0.854618118,1.894541784,2.037085811,2.193936628,0.029546289,0.105500902,0.197199514,5.5,1.6
1963/9/6,0.82955122,1.905911067,2.029914499,2.16934616,0.02231305,0.093602213,0.223845821,5.5,1.6
1963/9/13,0.647302002,2.189403829,1.963188267,2.204062806,0.023495084,0.094334043,0.221642678,5.5,1.6
1963/9/20,0.46884289,1.932119116,1.980493949,2.116495979,0.019580151,0.09703166,0.256531143,5.5,1.6
1963/9/27,-0.755792843,2.877930042,2.226341013,2.119363362,0.003549282,0.081258883,0.274603613,5.5,1.6
1963/10/4,0.959388593,3.035353741,2.508701682,2.232730478,0.006661082,0.060690185,0.270137575,5.5,1.3
1963/10/11,-0.442923294,2.174350715,2.504938403,2.181950976,-0.002474482,0.047018802,0.264770577,5.5,1.3
1963/10/18,1.191776205,2.399730367,2.621841216,2.240213321,0.017100966,0.054688268,0.309267561,5.5,1.3
1963/10/25,0.66747492,2.331499221,2.485233511,2.249553445,0.014160123,0.053615004,0.327897086,5.5,1.3
1963/11/1,-0.248808894,2.302805717,2.302096505,2.280237562,0.016137513,0.04964697,0.246683648,5.7,1.6
1963/11/8,-0.387411771,2.481027437,2.378765686,2.282297452,0.00027978,0.038034537,0.218574002,5.7,1.6
1963/11/15,-1.438465637,2.517314864,2.40816181,2.336832325,-0.020645844,0.020971302,0.172778852,5.7,1.6
1963/11/22,-3.854054054,4.959459459,3.06515187,2.592242131,-0.056042032,-0.012546494,0.103292136,5.7,1.6
1963/12/6,1.297784173,2.718151657,3.230409125,2.704704405,0.027364865,0.052394795,0.165848796,5.5,1.6
1963/12/13,-0.011838211,1.354817494,2.939784782,2.656595936,0.068420757,0.052824021,0.172923514,5.5,1.6
1963/12/20,0.251262892,2.23637129,2.25901274,2.603132707,0.015402859,0.057299832,0.178926687,5.5,1.6
1963/12/27,0.114162741,1.96832312,2.06941589,2.514213488,0.00353831,0.079321516,0.171177256,5.5,1.6
1964/1/3,0.619970116,2.551970011,2.027870479,2.545681763,0.009879499,0.071506337,0.159237112,5.6,1.9
1964/1/10,0.866257637,2.058176039,2.203710115,2.517218902,0.016074639,0.094151394,0.152965351,5.6,1.9
1964/1/17,0.175637979,1.717636119,2.074026322,2.466063644,0.016698561,0.117887819,0.153410358,5.6,1.9
1964/1/24,0.947555693,2.565490924,2.223318273,2.487954078,0.020008597,0.135863179,0.152022951,5.6,1.9
1964/1/31,0.293730764,1.621904652,1.990801934,2.416360512,0.014218928,0.125404832,0.149521356,5.6,1.9
1964/2/7,0.795843785,2.215629099,2.030165199,2.391220032,0.020498144,0.117451086,0.164242326,5,1.2
1964/2/14,0.375198969,1.579120241,1.995536229,2.109525097,0.01471208,0.104600242,0.158134857,5,1.2
1964/2/20,0.305833491,1.208231074,1.656221266,1.982985143,0.014834528,0.102125482,0.169226707,5,1.2
1964/2/28,0.395242039,1.317473462,1.580113469,1.86626196,0.010801182,0.097105483,0.212851101,5,1.2
1964/3/6,0.736130379,1.512254259,1.404269759,1.879381691,0.014435844,0.09608899,0.198685345,5,1.2
1964/3/13,1.264236619,2.047095606,1.5212636,1.863608717,0.024128585,0.102807653,0.206839957,5,1.2
1964/3/20,-0.158047561,1.702993102,1.644954107,1.841497882,0.018484496,0.095926519,0.202266088,5,1.2
1964/3/26,0.120257203,1.337554607,1.649974393,1.740296599,0.01225776,0.105600499,0.19544036,5,1.2
1964/4/3,0.867753401,2.291947543,1.844897714,1.759777557,0.008294434,0.104597007,0.171635204,5,1.2
1964/4/10,-0.149456852,1.275851175,1.652086607,1.722962145,0.008381191,0.10785305,0.159942973,5,1.2
1964/4/17,0.677821722,1.642835412,1.637047184,1.646074186,0.013996813,0.102226249,0.162505094,5,1.2
1964/4/24,-1.503650341,2.079002079,1.822409052,1.684165638,-0.00984228,0.078454209,0.136275535,5,1.2
1964/5/1,0.271205576,1.816218339,1.703476751,1.650881408,-0.005670824,0.084076315,0.137897419,5,1.2
1964/5/8,1.403762131,2.410995117,1.987262737,1.720204315,0.001498815,0.103569526,0.145543281,5,1.2
1964/5/15,-0.282417689,1.593125422,1.974835239,1.752278844,0.013916159,0.116513514,0.139928256,5,1.2
1964/5/22,-0.648737624,1.851807025,1.918036476,1.79680664,0.004613935,0.153735875,0.139260534,5,1.2
1964/5/28,-0.037765271,1.57152255,1.856862528,1.801745665,-0.009667375,0.093323207,0.128757136,5,1.2
1964/6/5,-1.770763512,2.937054415,1.988377353,1.875908899,-0.024448694,0.06020388,0.115753045,5,1.2
1964/6/12,0.416863105,2.270415126,2.157699779,1.923194067,-0.013985332,0.064749526,0.120993878,5,1.2
1964/6/19,1.960760088,2.631643974,2.352659016,2.031034848,0.005727865,0.08290577,0.144956089,5,1.2
1964/6/26,0.69433505,1.611632839,2.362686588,1.974341956,0.030966974,0.089181325,0.175576839,5,1.2
1964/7/2,1.26116152,2.226287035,2.184994743,2.053544944,0.039635276,0.096122032,0.174501703,5,1.2
1964/7/10,0.717800014,1.723195398,2.048189811,2.06024161,0.026961527,0.09450873,0.197558253,5,1.2
1964/7/17,0.453097345,1.746312684,1.826856989,2.032517494,0.024501191,0.097540223,0.226926846,5,1.2
1964/7/24,-0.670707355,1.585735429,1.820382637,2.013310584,0.004955672,0.079945851,0.226670728,5,1.2
1964/7/31,-0.536877831,1.892080461,1.736830993,1.970067696,-0.007563422,0.071001999,0.205310825,5,1.2
1964/8/7,-1.419586489,2.793993508,2.004530521,2.070140037,-0.026064792,0.047462038,0.170487591,5,1.2
1964/8/14,1.163842489,2.267382259,2.134797914,2.104771306,-0.008076818,0.055691901,0.166117529,5,1.2
1964/8/21,-0.022651407,1.406771578,2.090056952,2.091042059,-0.002948555,0.052234686,0.159694661,5,1.2
1964/8/28,0.056045122,1.979466021,2.111903342,2.011243026,0.01197612,0.04867959,0.150512128,5,1.2
1964/9/4,1.09882252,1.930685989,1.896076462,1.982932265,0.011325703,0.052455274,0.153584639,5,1.2
1964/9/11,2.218554757,2.711304963,2.007057138,1.98957068,0.033996733,0.062373654,0.171593796,5,1.2
1964/9/18,-0.231801827,1.902850816,2.131076947,2.013838845,0.031022072,0.061588868,0.163423392,5,1.2
1964/9/25,1.108529551,1.479580631,2.0061056,1.951613312,0.031121066,0.072067655,0.185278534,5,1.2
1964/10/2,-0.235509317,1.463358866,1.889273819,1.929960267,0.006365901,0.060341685,0.171250252,5.1,1.3
1964/10/9,0.622249725,1.466813348,1.578150915,1.906668656,0.014980754,0.06853666,0.183781598,5.1,1.3
1964/10/16,-0.51704306,2.334665801,1.686104662,1.96907952,-0.001337601,0.05585505,0.163791151,5.1,1.3
1964/10/23,0.467070393,1.820200794,1.771259702,1.963089548,0.005695361,0.07698066,0.161474325,5.1,1.3
1964/10/30,-0.517314069,1.766160367,1.846960078,1.877436786,-0.005694307,0.068511425,0.158347928,5.1,1.3
1964/11/6,0.434100359,1.569175438,1.8725506,1.819252885,0.003812119,0.058293908,0.167900906,4.8,1.2
1964/11/13,-0.314759483,1.505371439,1.66522701,1.82746954,-0.003999499,0.057950667,0.181216216,4.8,1.2
1964/11/20,1.900240247,3.066010754,1.9766795,1.918014934,0.020204565,0.085093682,0.251911508,4.8,1.2
1964/12/4,-1.268549274,2.732085568,2.395637123,1.948779546,-0.003638028,0.080519094,0.145570536,5,1.2
1964/12/11,-0.756671106,2.62940339,2.676645111,2.009325594,-0.029616823,0.067891472,0.13703694,5,1.2
1964/12/18,0.507907859,2.545324124,2.546473454,2.098137552,-0.015179513,0.052674947,0.139947774,5,1.2
1964/12/24,-0.065613777,1.519476932,2.356572503,2.102814057,-0.003180545,0.044730318,0.137900752,5,1.2
1964/12/31,0.687669182,2.476530553,2.29268375,2.186957158,0.011326692,0.038813491,0.138666354,5,1.2
1965/1/8,0.968974512,2.688418066,2.307437419,2.216436513,0.015966019,0.04140413,0.139825912,4.9,1.6
1965/1/15,0.968739732,2.005461199,2.172471688,2.23187488,0.026481599,0.04674983,0.148850041,4.9,1.6
1965/1/22,0.273806585,1.604686132,2.193773988,2.218418694,0.02226239,0.056703286,0.14118233,4.9,1.6
1965/1/29,1.037400121,1.902459769,2.050256292,2.246192388,0.022955166,0.073428527,0.149644099,4.9,1.6
1965/2/5,-0.142880877,1.561721216,1.768582079,2.250888203,0.011692888,0.087330399,0.138937315,4,1.5
1965/2/12,-1.453036958,2.82843072,1.974324459,2.231089867,-0.005729761,0.059203624,0.118192688,4,1.5
1965/2/19,-0.321905319,2.003466673,2.074019594,2.208122028,-0.019106164,0.056033198,0.11119476,4,1.5
1965/2/26,2.017841012,2.676151762,2.267442593,2.203460878,0.00211855,0.076738809,0.129154012,4,1.5
1965/3/5,-0.830132711,2.335440026,2.460872295,2.178963931,0.008452828,0.056194742,0.111597727,4,1.5
1965/3/12,0.485507327,1.830418429,2.211369222,2.119388456,0.0166215,0.038287665,0.10304946,4,1.5
1965/3/19,-0.50426515,1.743824418,2.146458659,2.13808408,-0.008511627,0.035452139,0.099224464,4,1.5
1965/3/26,-0.461050704,1.830806671,1.935122386,2.084273757,-0.00482159,0.019378072,0.09284226,4,1.5
1965/4/2,0.192900802,1.413110525,1.704540011,1.977998128,-0.007719478,0.023755501,0.085530633,4,1.5
1965/4/9,0.88541142,1.958874822,1.736654109,1.97411593,0.0061399,0.026432972,0.09678126,4,1.5
1965/4/15,1.178324161,1.897301615,1.775023409,1.998500554,0.022710705,0.043925223,0.102233719,4,1.5
1965/4/23,0.493475162,1.941002303,1.802572317,2.001712432,0.025778793,0.044199588,0.124582761,4,1.5
1965/4/30,0.643823658,1.658664339,1.86396077,2.009791025,0.023322386,0.056387231,0.128761826,4,1.5
1965/5/7,1.107015071,2.320286241,1.954313625,1.967445652,0.022601162,0.063465091,0.125458627,4,1.5
1965/5/14,0.761385937,2.058959153,1.994728009,1.972070025,0.025327368,0.074945658,0.137239476,4,1.5
1965/5/21,-1.874181841,2.42653867,2.116112101,1.951268934,-0.000325274,0.035129279,0.123212241,4,1.5
1965/5/28,-0.430585683,2.462039046,2.316955778,1.961818853,-0.015527984,0.040720545,0.118798367,4,1.5
1965/6/4,-1.870309249,2.962866137,2.477600752,2.056189495,-0.041240515,0.03437744,0.117664574,4,1.5
1965/6/11,-2.12796661,4.22929201,3.020183966,2.263311794,-0.043720174,0.020084921,0.089339989,4,1.5
1965/6/18,-0.286948928,3.32316347,3.244340166,2.387674861,-0.042340664,0.012017681,0.065325659,4,1.5
1965/6/25,-2.82201192,3.685336003,3.550164405,2.577026984,-0.051628444,-0.015895871,0.028123421,4,1.5
1965/7/2,2.434599403,5.349095804,4.146721822,2.859545399,-0.007417573,0.001178328,0.040037554,4,1.5
1965/7/9,0.494772325,2.091070102,3.612166345,2.875692773,0.000363984,-0.00352372,0.037734513,4,1.5
1965/7/16,0.106881339,1.989812162,3.278828518,2.879760261,0.030514426,-0.012029535,0.034157916,4,1.5
1965/7/23,-1.869562254,3.044001726,3.118494949,2.995205044,-0.012786379,-0.033147564,0.021676147,4,1.5
1965/7/30,2.056808186,3.113570073,2.559613516,3.06131203,0.00255833,-0.02339259,0.048318254,4,1.5
1965/8/6,0.08732832,1.508398263,2.413945556,3.015431955,0.002362509,-0.021141133,0.064343002,4,1.5
1965/8/13,0.715014164,1.88101983,2.386747473,2.969972052,0.028762906,0.00039394,0.059620887,4,1.5
1965/8/20,0.123760984,1.878916754,2.09547623,2.921378528,0.009277216,0.004866757,0.061172655,4,1.5
1965/8/27,0.67872032,2.067624816,1.833989916,2.846775084,0.015240793,-0.008323464,0.067776612,4,1.5
1965/9/3,1.340476589,2.600591551,2.107038238,2.711050046,0.021545662,0.013382144,0.070328893,4,1.5
1965/9/10,1.209304375,2.169699106,2.179208057,2.614928016,0.032621276,0.020681535,0.059761048,4,1.5
1965/9/17,1.092563171,2.404944828,2.310715075,2.508228751,0.036865897,0.037062672,0.073828762,4,1.5
1965/9/24,0.059204719,2.099076406,2.318577973,2.237393801,0.023756553,0.042483037,0.062684349,4,1.5
1965/10/1,0.011833938,2.345271266,2.254747901,2.258577232,0.011643851,0.04059908,0.065319032,4.2,1.5
1965/10/8,0.932619078,2.151370423,2.250165731,2.27204042,0.010043273,0.041086011,0.068605009,4.2,1.5
1965/10/15,0.251516023,1.534674042,2.032598034,2.146263113,0.011984551,0.031549512,0.076860554,4.2,1.5
1965/10/22,1.248046605,2.136774852,2.042022646,2.064863511,0.024493352,0.039295068,0.085231481,4.2,1.5
1965/10/29,0.8819731,2.435925704,2.064686255,2.142157465,0.023979282,0.04175431,0.100495951,4.2,1.5
1965/11/5,-0.141547236,1.758932567,1.966576791,2.131983526,0.019964493,0.028889771,0.094188354,4.1,1.2
1965/11/19,-0.373321621,1.945037018,1.951879341,2.104159987,-0.008430387,0.033308026,0.069607392,4.1,1.2
1965/12/3,-0.217265201,1.856246375,1.750344,1.989028841,-0.010655875,0.050207579,0.086311027,4,1.5
1965/12/10,0.699722014,3.720576267,2.263582548,2.098664794,0,0.080549853,0.102252612,4,1.5
1965/12/17,0.538463961,2.162252942,2.317886529,2.103929505,0.010219902,0.089494517,0.102587715,4,1.5
1965/12/23,0.888457362,2.818842395,2.639479495,2.143393766,0.021414453,0.131093814,0.113114093,4,1.5
1965/12/31,0.300098308,2.742277643,2.860987312,2.192636034,0.017361002,0.107524424,0.108829451,4,1.5
1966/1/7,1.740521021,3.136445705,2.714954671,2.326117006,0.029524764,0.121253468,0.117302485,4,0.9
1966/1/14,0.118646818,1.409564759,2.526782626,2.265516165,0.021669167,0.121385248,0.107895505,4,0.9
1966/1/21,0.085081384,2.025747248,2.328508839,2.231334627,0.019478979,0.143721932,0.105810336,4,0.9
1966/1/28,-0.282351512,1.943064172,2.128705471,2.246678927,-0.000790979,0.117507627,0.091366229,4,0.9
1966/2/4,0.101487811,2.506748939,1.971281279,2.316606166,-0.00096223,0.117665722,0.094037003,3.8,3.3
1966/2/11,0.27171158,2.210191212,2.171437893,2.338702349,0.000900691,0.112746256,0.113184612,3.8,3.3
1966/2/18,-1.396331722,2.962528564,2.405633222,2.457873852,-0.010280715,0.09585239,0.101185637,3.8,3.3
1966/2/25,-2.277458188,3.178802514,2.714567807,2.568086863,-0.033801732,0.063675428,0.054821964,3.8,3.3
1966/3/4,-2.168940189,3.997901364,3.087355914,2.591197288,-0.057319367,0.026840389,0.040581716,3.8,3.3
1966/3/11,-0.470863321,3.410809477,3.38751048,2.695243666,-0.048471611,0.009793893,0.030677981,3.8,3.3
1966/3/18,-0.546371533,2.651033472,3.309636707,2.681259589,-0.03161595,-0.006577106,0.0302418,3.8,3.3
1966/3/25,0.766088398,2.297181618,3.089231483,2.644168254,-0.00256347,0.000441083,0.042942859,3.8,3.3
1966/4/1,0.144095318,2.699098867,2.764530859,2.607722684,0.003599371,0.001764124,0.042434825,3.8,3.3
1966/4/7,1.553775449,2.351602096,2.499729013,2.686225795,0.024792224,0.007929149,0.049340937,3.8,3.3
1966/4/15,0.212529738,2.897171557,2.561263534,2.758844488,0.019162527,0.007537181,0.039324487,3.8,3.3
1966/4/22,0.217354605,2.943783236,2.722913939,2.842237743,0.019908083,-0.002719417,0.036468791,3.8,3.3
1966/4/29,-1.700322166,3.19007812,2.845658752,2.899181841,-0.012772932,-0.028247,0.012327876,3.8,3.3
1966/5/6,-3.304165283,6.072809451,3.775960591,3.221066695,-0.047417068,-0.059023399,-0.031838801,3.8,3.3
1966/5/13,-2.959615427,4.397332802,4.151000902,3.340633715,-0.077614706,-0.083845736,-0.067591873,3.8,3.3
1966/5/20,0.089030933,3.287295971,4.236879086,3.349674836,-0.060824488,-0.079594,-0.048937093,3.8,3.3
1966/5/27,2.297919898,3.056290484,4.203432177,3.271207263,-0.006413239,-0.05391552,-0.022875069,3.8,3.3
1966/6/3,-1.023377145,2.485981517,3.306725193,3.194138266,0.013411711,-0.061558626,-0.014441756,3.8,3.3
1966/6/10,0.439263389,2.984738413,2.953576596,3.221947011,0.016957851,-0.063985893,0.011409906,3.8,3.3
1966/6/17,0.280347631,2.31006448,2.709268724,3.223020583,-0.003099116,-0.066388958,0.017164111,3.8,3.3
1966/6/24,0.324294101,2.381884261,2.540667168,3.196586032,0.010474742,-0.071609665,0.050096565,3.8,3.3
1966/7/1,-2.240428022,5.038176448,3.1787159,3.420467228,-0.016484441,-0.095125097,0.002171056,3.8,3.3
1966/7/8,1.936035574,3.340744541,3.267717432,3.457431644,-0.000246016,-0.0933862,0.016543867,3.8,3.3
1966/7/15,-0.523472367,2.896994508,3.414449939,3.453532583,-0.008694198,-0.099200843,0.010142886,3.8,3.3
1966/7/22,-2.272446169,3.148366785,3.60607057,3.450056638,-0.00901887,-0.120419378,0.005995648,3.8,3.3
1966/7/29,-2.504774835,3.060496583,3.111650604,3.199030566,-0.052190642,-0.140022733,-0.038968845,3.8,3.3
1966/8/5,0.591241134,3.929806342,3.258916054,3.160070028,-0.041569686,-0.135815236,-0.034130312,3.8,3.3
1966/8/12,-1.391398203,2.839109317,3.244444757,3.12272114,-0.032929102,-0.150148632,-0.054331072,3.8,3.3
1966/8/19,-4.272355209,5.258649408,3.772015412,3.30625105,-0.050462018,-0.17493668,-0.09585239,3.8,3.3
1966/8/26,-2.990268577,3.927368539,3.988733401,3.426366635,-0.084269927,-0.180954879,-0.12880183,3.8,3.3
1966/9/2,0.913458459,5.04772276,4.268212506,3.598281998,-0.062865845,-0.155148928,-0.132472796,3.8,3.3
1966/9/9,-1.541235019,4.037172456,4.56772829,3.742207662,-0.036129305,-0.164234757,-0.156049361,3.8,3.3
1966/9/16,4.996518555,6.098976197,4.777809988,4.051965324,0.04322593,-0.117654708,-0.123457986,3.8,3.3
1966/9/23,-2.86507264,4.028048975,4.802980097,3.967788034,0.004164128,-0.149450502,-0.149075339,3.8,3.3
1966/9/30,-2.117679782,5.259431577,4.855907301,4.12767862,-0.001714934,-0.168660338,-0.167193752,3.8,3.3
1966/10/7,-3.862001266,4.972810994,5.089816936,4.300663328,-0.085939899,-0.212994978,-0.206754697,3.7,3.3
